measurement,own_rate_2534,interpretation
production_whole_nodes,0.49337750728848145,unchanged model age_to_index aggregation
cells_start_at_node,0.4881837308335371,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.49362475638452047,diagnostic uniform density within each four-year cell
