raw_path,raw_size,raw_mtime_utc,raw_rows,selected_columns,R_version,haven_version,data_table_version,completed_utc
/Users/tommasodesanto/Desktop/Projects/Fertility/PSID/PSIDSHELF_MOBILITY.dta,6300266005,2024-11-06 22:03:58,3533123,ID;year;AGEREP;DEATHYEAR;RELTOHEAD_;RELCHINUM;INCFAMR;NETWORTHR;IW;EARNINDRRC,R version 4.5.0 (2025-04-11),2.5.4,1.17.8,2026-09-10 16:35:39
