case_id,label,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
1,all_improving_coordinates_scale_0.5,beta_annual,0.9958131856629352,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,theta0,0.5597195354476353,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,theta1,0.10547190121613083,0.02,16.0,log,True,estimated_free_transition_parameter,True
1,all_improving_coordinates_scale_0.5,hbar_child_rooms,0.2801782426137629,0.1,1.8,log,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,first_birth_fixed_cost,4.589384899331675,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,hbar_first_child_jump,0.3670700594870809,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,psi_child_change_2023,-0.32504887920775744,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
1,all_improving_coordinates_scale_0.5,psi_child_2007,0.2883805394357705,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
1,all_improving_coordinates_scale_0.5,psi_child_2023,-0.03666833977198691,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
1,all_improving_coordinates_scale_0.5,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
1,all_improving_coordinates_scale_0.5,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,all_improving_coordinates_scale_1,beta_annual,0.9958868687427079,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,theta0,0.570349890219075,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,theta1,0.10372395059042462,0.02,16.0,log,True,estimated_free_transition_parameter,True
2,all_improving_coordinates_scale_1,hbar_child_rooms,0.2781609914493341,0.1,1.8,log,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,first_birth_fixed_cost,4.619731383944025,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,hbar_first_child_jump,0.3692152339131186,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,psi_child_change_2023,-0.3213877962199821,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
2,all_improving_coordinates_scale_1,psi_child_2007,0.2900528710589493,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
2,all_improving_coordinates_scale_1,psi_child_2023,-0.03133492516103281,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
2,all_improving_coordinates_scale_1,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,all_improving_coordinates_scale_1,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
3,all_improving_coordinates_scale_2,beta_annual,0.9960320036522533,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,theta0,0.5919105997619544,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,theta1,0.10031447386608515,0.02,16.0,log,True,estimated_free_transition_parameter,True
3,all_improving_coordinates_scale_2,hbar_child_rooms,0.2741699564795355,0.1,1.8,log,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,first_birth_fixed_cost,4.680724353168724,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,hbar_first_child_jump,0.3735243327651941,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,psi_child_change_2023,-0.3140772866724414,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
3,all_improving_coordinates_scale_2,psi_child_2007,0.2934148273726171,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
3,all_improving_coordinates_scale_2,psi_child_2023,-0.0206624592998243,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
3,all_improving_coordinates_scale_2,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
3,all_improving_coordinates_scale_2,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
4,top_three_improving_coordinates_scale_0.5,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,kappa_fert,2.1681730392479377,0.02,50.0,log,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,theta0,0.5597195354476353,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,theta1,0.10724930821495539,0.02,16.0,log,True,estimated_free_transition_parameter,True
4,top_three_improving_coordinates_scale_0.5,hbar_child_rooms,0.2801782426137629,0.1,1.8,log,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,first_birth_fixed_cost,4.5591384147193255,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,hbar_first_child_jump,0.3649311350610432,0.0,0.5,softzero,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,psi_child_change_2023,-0.32504887920775744,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
4,top_three_improving_coordinates_scale_0.5,psi_child_2007,0.28657185563049026,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
4,top_three_improving_coordinates_scale_0.5,psi_child_2023,-0.03847702357726718,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
4,top_three_improving_coordinates_scale_0.5,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
