arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S1,-3,-2,289064,29252,75719,Wp3,.618013920308942,.1264477287035382,5.98586914440573,30132,1968 1969 1970 1971 1978,0,none,378.678
