stage,id,label,loss,summary,plan,plan_sha256,unit_vector,elapsed_seconds
smoke_histories,2,anchor_2,485.28152884034955,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/task_002/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/plan.json,12df918d6309f97b783f3b9b1dabc661ee15f613f731d8bb4c99a7abaeed8362,"[0.7285757822766988, 0.7882569969815056, 0.9429595503388948, 0.5994694950525492, 0.7156712918158278, 0.25700886928599276, 0.2512373047894332, 0.3589440430883915, 0.7549121153087396, 0.42715988520754333, 0.6255670349492122]",2594.7669405937195
smoke_histories,1,anchor_1,485.28152884034955,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/task_001/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/plan.json,12df918d6309f97b783f3b9b1dabc661ee15f613f731d8bb4c99a7abaeed8362,"[0.7285757822766988, 0.7882569969815056, 0.9429595503388948, 0.5994694950525492, 0.7156712918158278, 0.25700886928599276, 0.2512373047894332, 0.3589440430883915, 0.7549121153087396, 0.42715988520754333, 0.6255670349492122]",2601.389975786209
smoke_histories,4,all_plus,480.18651567336184,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/task_004/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/plan.json,12df918d6309f97b783f3b9b1dabc661ee15f613f731d8bb4c99a7abaeed8362,"[0.729825782276698, 0.7895069969815056, 0.9442095503388948, 0.6007194950525491, 0.7169212918158279, 0.25825886928599273, 0.25248730478943315, 0.3601940430883915, 0.7561621153087396, 0.4284098852075433, 0.6268170349492123]",1894.1889374256134
smoke_histories,3,all_minus,489.0048286316658,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/task_003/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907h/output/model/joint_nested_overnight/smoke/smoke_histories/plan.json,12df918d6309f97b783f3b9b1dabc661ee15f613f731d8bb4c99a7abaeed8362,"[0.7273257822766974, 0.7870069969815057, 0.9417095503388948, 0.5982194950525492, 0.7144212918158278, 0.2557588692859928, 0.2499873047894332, 0.35769404308839153, 0.7536621153087396, 0.42590988520754336, 0.6243170349492123]",2107.1923439502716
initial_population,13,initial_12,488.3155984364678,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/task_013/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/plan.json,d228918f2344f5e09c585baf8a428cae26facde50d2824e7fc141ef58c917075,"[0.7238421826161185, 0.8794497447176348, 0.9429595503388948, 0.6261369039453071, 0.6967103309012647, 0.28723680835398724, 0.25259426224196935, 0.39236408081176993, 0.7831135031219112, 0.4671598852075433, 0.6136456641829586]",1448.5922660827637
initial_population,8,initial_7,791.1328258714678,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/task_008/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/plan.json,d228918f2344f5e09c585baf8a428cae26facde50d2824e7fc141ef58c917075,"[0.759886798011213, 0.7882569969815056, 0.8228161798644421, 0.5686826895657223, 0.7070994575547058, 0.2817306032311342, 0.2786287015993863, 0.3147032043097938, 0.7395079893959016, 0.44215988520754335, 0.6712138318138385]",1649.0299496650696
initial_population,16,initial_15,455.27156827534526,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/task_016/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/plan.json,d228918f2344f5e09c585baf8a428cae26facde50d2824e7fc141ef58c917075,"[0.765865858809557, 0.7882569969815056, 1.0, 0.6434741522995076, 0.6738282822070024, 0.27032987488736143, 0.22721005973834885, 0.36957742890620704, 0.7817191123714463, 0.44215988520754335, 0.5890936716051217]",1711.438763141632
initial_population,29,initial_28,522.2761420201653,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/task_029/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/plan.json,d228918f2344f5e09c585baf8a428cae26facde50d2824e7fc141ef58c917075,"[0.7097204280018927, 0.8794497447176348, 0.9429595503388948, 0.5897334606390832, 0.7274740350100826, 0.22999045285666936, 0.21431234742441674, 0.3659313030237974, 0.7799424737300155, 0.4671598852075433, 0.6671568494453171]",1735.4315180778503
initial_population,28,initial_27,512.2096002797209,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/task_028/summary.json,/scratch/td2248/projects/Fertility_Spring26_joint_nested_full_20260907i/output/model/joint_nested_overnight/search/initial_population/plan.json,d228918f2344f5e09c585baf8a428cae26facde50d2824e7fc141ef58c917075,"[0.7141245648594763, 0.7882569969815056, 0.9429595503388948, 0.5836213266322562, 0.7147146673098503, 0.2934788467601858, 0.24272606430726168, 0.37919094341217696, 0.7845945687893786, 0.44215988520754335, 0.6036200197381942]",1738.6660721302032
