year,period_fertility,households_index,housing_index,house_price_index
2007,1.953245793953144,100.00000000000084,99.7217746386944,99.55879990022143
2011,1.9587532064373956,100.0000000000268,99.6232816045671,99.40275583803204
2015,1.9623776620560873,100.00000000005036,99.52666080298246,99.2497688627293
2019,1.965028809648831,100.00000000007145,99.4069634879658,99.06036329036615
2023,1.9675456974000183,100.00000000009118,99.24121460383179,98.79831042417948
2027,1.9710708970722324,99.56858836446966,98.98055788479842,98.3867312835739
2031,1.9737404303473256,99.15336680538186,98.71604017627767,97.96970199681915
2035,1.9756003139055194,98.74880001639427,98.44633826419258,97.54517407266336
2039,1.9776368906190491,98.35202677520168,98.16759159254794,97.10712723325511
2043,1.979746741392025,97.96265239970843,97.87937623645023,96.6549644465891
2047,1.9820432134162485,97.53355535166669,97.57298380519622,96.17515711291175
2051,1.9844655312495554,97.0576417267404,97.24715517839002,95.6658718723867
2055,1.987073049986308,96.52825859566734,96.9032274865887,95.1293880019729
2059,1.9899599854549646,95.94410884306228,96.54159828336579,94.56649570013461
2063,1.9931603494170007,95.30566853861325,96.1679901641725,93.98625799593889
2067,1.9966628271218605,94.61364323085927,95.78961713598714,93.3999692738348
2071,2.0003043300341523,93.87919663980357,95.41956767520038,92.82789422059395
2075,2.0039210084986117,93.13920941732881,95.06358006695108,92.27884818472722
2079,2.0074468822065006,92.41038475368742,94.72165797395144,91.75255219082224
2083,2.010985936126148,91.68947122340046,94.38997043110962,91.24308770985614
2087,2.0143571531551614,90.97708194978863,94.0841377049659,90.77426580891476
2091,2.017436303544232,90.2799206732869,93.79540647668433,90.33248486284461
2095,2.0192415736667204,89.81798244323399,93.56472391544102,89.98009168474199
2099,2.0215117990734908,89.31590714640934,93.30823656321584,89.58890365612012
2103,2.0239750799218568,88.78636563639411,93.04643967243949,89.19023623272615
2107,2.0264211785984108,88.24024920975315,92.8005548558965,88.81644922250793
2111,2.0291134931074195,87.68723538947421,92.52041717834136,88.391280142549
2115,2.031660058565694,87.1576561772218,92.257136213023,87.99238476698804
2119,2.0340087503494946,86.65808502597456,92.01013662239552,87.61877350036691
2123,2.036181687367468,86.18984220418734,91.77628546123773,87.26556872439552
2127,2.038218541589198,85.74971108889397,91.55300654841056,86.92886000160462
2131,2.040135175045706,85.33552343635975,91.34046355278939,86.60877541253168
2135,2.041969234602317,84.94462217428995,91.13369858137565,86.2977461706241
2139,2.0437781691582666,84.56933605933608,90.92900945558571,85.99039919286979
2143,2.045647995480505,84.19060936597224,90.72435902508386,85.68356696727353
2147,2.047341934552449,83.81717923150403,90.53264631903671,85.39631621134089
2151,2.0490270837610796,83.45587094447137,90.34431493681467,85.11443385824002
2155,2.050688890736057,83.11154860265746,90.16104476485988,84.84048862205407
2159,2.052263091759283,82.78632477871753,89.98549876918996,84.57843285352759
2163,2.0537235383628536,82.47698690832922,89.81830681590705,84.32911047419819
2167,2.0550988224759106,82.17996738920176,89.65682841284361,84.08855269691713
2171,2.0564598783221477,81.89258270115796,89.49880860682079,83.85353181484155
2175,2.0578251071618174,81.61348647075118,89.34449003474444,83.62439271259929
2179,2.0591159779952495,81.34218387302181,89.19752770538875,83.40637275295532
2183,2.0603750822436435,81.0797472979982,89.05439069122755,83.19429201330321
2187,2.0616010528442295,80.825719263882,88.91564876905454,82.98831461977227
2191,2.0627834774613265,80.58151806108783,88.78175877845383,82.7901722276195
2195,2.0639324146624545,80.34745375117244,88.64982301893897,82.59494328778268
2199,2.065049849497304,80.12228947077661,88.52104436404761,82.40401874717678
2203,2.0661374464683613,79.90502486494542,88.39638605791971,82.21903519255902
2207,2.0672073595733353,79.69459214074689,88.27376007564672,82.03841361726994
2211,2.0682544863644514,79.49051023292277,88.15469229592982,81.86332627281814
2215,2.0692812704092622,79.29277437704347,88.03933378140773,81.6938135610487
2219,2.0703276970413844,79.10155956112787,87.92850747151097,81.53095340053103
2223,2.0713877973345403,78.9169870608268,87.82308551885174,81.37594907285988
2227,2.072469475337975,78.73897394510404,87.7220540541959,81.229024596825
2231,2.0733805324883363,78.56713530554742,87.63109758896758,81.09753902513533
2235,2.074218807505396,78.40137600065464,87.57343853847412,81.00978884058644
2239,2.0748524134506794,78.24131286797598,87.49977312157307,80.90073457945101
2243,2.0755043834888616,78.08662143733612,87.42224606478874,80.78647054216769
2247,2.076146184763058,77.93725175965463,87.34440344896456,80.67196633657483
2251,2.0767670995690026,77.79284416746678,87.26783771803824,80.55937481697364
2255,2.0773754247822964,77.65331556741619,87.19170828976658,80.44819399814588
2259,2.0780061447198657,77.51817619951625,87.11857904298145,80.34096414202506
2263,2.0786429052091226,77.38737498754807,87.0438204815275,80.23180591196903
2267,2.0792690905075286,77.26086063839614,86.97032215872439,80.12458585875936
2271,2.079882481849155,77.13843576699496,86.89819576343405,80.02011217600227
2275,2.0805069185920395,77.01993001230478,86.83023026251318,79.91957677633799
2279,2.081097806909133,76.90524219430586,86.76444650917638,79.8221627720271
2283,2.0816742578631886,76.79422857721492,86.69766407758625,79.72551954913212
2287,2.0822310596417517,76.68674185435887,86.6328725773706,79.63091646747971
2291,2.0827634758938043,76.58262903575633,86.57010410711287,79.53899691365659
2295,2.0832777310121564,76.48176270380917,86.50940215925607,79.4501509422421
2299,2.0837733218832946,76.3839418404338,86.44991142233147,79.3635032570639
2303,2.0842542159411,76.28902630183568,86.39206093890817,79.27939431213038
2307,2.0847224835816407,76.19685727380268,86.33592539758068,79.19783705776592
2311,2.085178665828196,76.10730169229629,86.28161359931977,79.11898752640332
2315,2.085621801833538,76.02025044276107,86.22920784811245,79.04301643152255
2319,2.086053697437827,75.93583514816879,86.17982772115838,78.97043870710002
2323,2.0864693516783226,75.85404955057719,86.13094635782926,78.8998869677449
2327,2.0868607672749024,75.77501573115364,86.08465251594298,78.83261958637218
2331,2.0872244045626362,75.69854008332302,86.04177527076736,78.77002296435201
2335,2.087591693602832,75.62447016507208,85.99901634711561,78.70704362640907
2339,2.087945102175439,75.55270384684903,85.95575875484262,78.64339480512471
2343,2.0882947322225482,75.48313433817657,85.9112098972473,78.58000875382707
2347,2.088637446462163,75.41563755643723,85.86805924198015,78.51815550502742
2351,2.0889610569511325,75.35011338703144,85.8274141152665,78.4590494116565
2355,2.0892662292008803,75.2865589118435,85.78840351335485,78.40230273266012
2359,2.0895559013309493,75.22493659186593,85.75032565002529,78.34703529384151
2363,2.0898265611152667,75.16519575313913,85.71325943453797,78.2930948878665
2367,2.090083121540564,75.10730286868238,85.67743084191677,78.24052657206497
2371,2.09031972592265,75.05115288663949,85.64193473944617,78.18914895524786
2375,2.090542509056437,74.99664203417096,85.60708844008913,78.13864244691709
2379,2.090750390053806,74.94369809728224,85.57281023202813,78.0890006564856
2383,2.0909390943907074,74.89224477584699,85.53883404129557,78.04004748741755
2387,2.0910806154818053,74.84222683488193,85.50511866769845,77.99121400021724
2391,2.0911631203174985,74.79357275146305,85.47091665950754,77.94171416434023
