measurement,own_rate_2534,interpretation
production_whole_nodes,0.30943276685956506,unchanged model age_to_index aggregation
cells_start_at_node,0.26900942052358406,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.30881138149216436,diagnostic uniform density within each four-year cell
