cell,checkpoint_sha256,D0,D1,D1_minus_D0,PSID_original_contrast,PSID_SE,matched_empirical_estimator
B_floor,83a28e46b36e2fbe30338d366611f3ec209f0c5a68309ee4ee9fa8523b66adee,0.9025965026597573,0.9872508159626951,0.08465431330293782,0.7202462623815278,0.0852600513385958,False
B_shares,5c382f34f852b10efc2d4253753ce8811c504b3cf95c4d4cce89399e0c60a5f4,0.9974229927215683,1.0436545968870465,0.046231604165478224,0.7202462623815278,0.0852600513385958,False
