case,utility,pension_rule,job_id,elapsed_seconds,GE_seconds,asset_price,psi_child,pension_period,fiscal_scaled_residual,GE_market_error,checkpoint_path,checkpoint_sha256,original_graph_count,calibrated_smm,observer_status
old_old,old_jump_plus_slope,old_unbalanced_diagnostic,17358470_0,74.76470930594951,58.66589611489326,0.6255243707133863,0.2900515293650047,1.7183999999999993,0.1602656260771551,3.6396329531685006e-07,/scratch/td2248/projects/Fertility_Spring26_initial_revision_c6dd3508/output/utility_fiscal_decomposition_20260911a/old_old/repetition_01/initial_state.pkl.gz,60ccfff3d2a16a007f093c997c4a9de0f1ef81b4ae16d286ec6003edb5539cf1,17,False,legacy stationary observers; not certified early targets
old_balanced,old_jump_plus_slope,actual_budget_balanced,17358470_1,104.9912082189694,87.89299186319113,0.6344972419266949,0.2900515293650047,2.0463613896121218,-1.4106432101208135e-09,7.375829549934573e-06,/scratch/td2248/projects/Fertility_Spring26_initial_revision_c6dd3508/output/utility_fiscal_decomposition_20260911a/old_balanced/repetition_01/initial_state.pkl.gz,6c9e4b8618f2c6111e970a5f5d74c819fc79b0ee0244173ca65372b6a1fc1039,17,False,legacy stationary observers; not certified early targets
new_old,parenthood_only,old_unbalanced_diagnostic,17358470_2,103.3802602821961,86.2974891513586,0.6244062641679673,0.2900515293650047,1.7183999999999993,0.16026562422101942,9.704067929006438e-06,/scratch/td2248/projects/Fertility_Spring26_initial_revision_c6dd3508/output/utility_fiscal_decomposition_20260911a/new_old/repetition_01/initial_state.pkl.gz,28126b66ee1154c9a9e55fafedda1095ae03d60b49dd5adee6a33e31bdd0fb57,17,False,legacy stationary observers; not certified early targets
new_balanced,parenthood_only,actual_budget_balanced,17358470_3,75.2505796700716,62.84962562378496,0.6333286020236512,0.2900515293650047,2.0463613896121218,1.816938013802365e-10,3.6911095738992995e-07,/scratch/td2248/projects/Fertility_Spring26_initial_revision_c6dd3508/output/utility_fiscal_decomposition_20260911a/new_balanced/repetition_01/initial_state.pkl.gz,abe1d627e3df9b5af422514b36b9d4c4dbb932bb834f31d68c7d201c90050152,17,False,legacy stationary observers; not certified early targets
