case,annual_property_tax_rate,purchase_grant,lump_sum_transfer_period_units,property_tax_revenue,grant_outlays,transfer_outlays,government_budget_residual,price,tfr,childless_rate,fixed_theta_loss,market_residual,strict_converged,fiscal_root_evaluations
rebated_tax1_baseline,0.01,False,0.21533203125,0.21532709404257855,0.0,0.21533203124999925,-4.937207420702139e-06,0.8584931145859334,1.7863348090010143,0.11313092493321217,293.8790408363506,5.430259245534271e-06,True,12
rebated_tax2,0.02,False,0.364990234375,0.36499237633037657,0.0,0.3649902343749996,2.1419553769552735e-06,0.7044546338073971,1.7900020073841356,0.1123902710369774,360.0324765775459,5.749120485523079e-06,True,13
rebated_tax2_grant0p4_Hge6,0.02,True,0.31988525390625,0.3649958132878579,0.045110080233658485,0.31988525390624944,4.791479499832718e-07,0.7044569511685596,1.7957768887441272,0.11076944100056163,511.6590434758917,6.119261745032324e-06,True,15
