summary_path,seed,eligible,search_cases,search_strict,tight_loss,tight_residual
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_1/summary.json,2026072201,True,915,915,3.991120283933707,1.6848688351224552e-06
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_2/summary.json,2026072202,True,1000,1000,5.436081117552263,5.455899944090765e-08
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_3/summary.json,2026072203,True,1000,1000,2.8062360987094337,1.423947344385409e-07
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_4/summary.json,2026072204,True,1000,999,3.732942952875333,5.9321961718432e-06
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_5/summary.json,2026072205,True,1000,999,4.625800822537931,2.9613620527384235e-06
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_6/summary.json,2026072206,True,1000,1000,3.9608222470769507,1.3170949717110572e-05
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_7/summary.json,2026072207,True,1000,1000,3.8900031705894755,1.9035927426218352e-05
output/model/eqscale_seq_l4_recalibration_20260722/production/chain_8/summary.json,2026072208,True,1000,1000,3.7783147517184674,9.78826786266473e-06
