measurement,own_rate_2534,interpretation
production_whole_nodes,0.36088375342695495,unchanged model age_to_index aggregation
cells_start_at_node,0.3136033503417389,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.36155651238471387,diagnostic uniform density within each four-year cell
