coefficient_i,coefficient_j,covariance
Wleft,Wleft,.005271510231177
Wleft,Wm2,.0020259159399733
Wleft,Wm1,.0010675424008481
Wleft,Wp1,.0003050751055264
Wleft,Wp2,.0002009601300001
Wleft,Wp3,-.0000187483505686
Wleft,Wp4,-.0002379043681572
Wleft,Wp5,-.0004127904645973
Wleft,Wp6,-.0004351930941006
Wleft,Wright,-.0009304464813842
Wm2,Wleft,.0020259159399733
Wm2,Wm2,.0028822467061971
Wm2,Wm1,.0011283814279401
Wm2,Wp1,.0003402994596755
Wm2,Wp2,.0003056458032689
Wm2,Wp3,.0001959504963259
Wm2,Wp4,.0000925269987843
Wm2,Wp5,-.0000481740155384
Wm2,Wp6,-.000116548100293
Wm2,Wright,-.0003858187062133
Wm1,Wleft,.0010675424008481
Wm1,Wm2,.0011283814279401
Wm1,Wm1,.001428212823893
Wm1,Wp1,.0002363641304782
Wm1,Wp2,.0002373549144456
Wm1,Wp3,.0001881668636837
Wm1,Wp4,.0001226491946699
Wm1,Wp5,.0000866681672646
Wm1,Wp6,.0000467237749564
Wm1,Wright,-.0000848620845798
Wp1,Wleft,.0003050751055264
Wp1,Wm2,.0003402994596755
Wp1,Wm1,.0002363641304782
Wp1,Wp1,.00110399684759
Wp1,Wp2,.0009599629962719
Wp1,Wp3,.0009825495122272
Wp1,Wp4,.0010106645453452
Wp1,Wp5,.0010534654913279
Wp1,Wp6,.0010731244126685
Wp1,Wright,.0011868413424794
Wp2,Wleft,.0002009601300001
Wp2,Wm2,.0003056458032689
Wp2,Wm1,.0002373549144456
Wp2,Wp1,.0009599629962719
Wp2,Wp2,.0015251344231345
Wp2,Wp3,.0014478353996838
Wp2,Wp4,.0014721807534679
Wp2,Wp5,.0015410401748334
Wp2,Wp6,.0016099204522342
Wp2,Wright,.0018503359362493
Wp3,Wleft,-.0000187483505686
Wp3,Wm2,.0001959504963259
Wp3,Wm1,.0001881668636837
Wp3,Wp1,.0009825495122272
Wp3,Wp2,.0014478353996838
Wp3,Wp3,.0020450320226317
Wp3,Wp4,.0019679025734339
Wp3,Wp5,.0020759448989999
Wp3,Wp6,.0021544749131523
Wp3,Wright,.0025402706769593
Wp4,Wleft,-.0002379043681572
Wp4,Wm2,.0000925269987843
Wp4,Wm1,.0001226491946699
Wp4,Wp1,.0010106645453452
Wp4,Wp2,.0014721807534679
Wp4,Wp3,.0019679025734339
Wp4,Wp4,.0025616728972462
Wp4,Wp5,.0025494419811734
Wp4,Wp6,.002657880008829
Wp4,Wright,.0031725755067414
Wp5,Wleft,-.0004127904645973
Wp5,Wm2,-.0000481740155384
Wp5,Wm1,.0000866681672646
Wp5,Wp1,.0010534654913279
Wp5,Wp2,.0015410401748334
Wp5,Wp3,.0020759448989999
Wp5,Wp4,.0025494419811734
Wp5,Wp5,.0032358618170961
Wp5,Wp6,.0031817392333214
Wp5,Wright,.0038145609428762
Wp6,Wleft,-.0004351930941006
Wp6,Wm2,-.000116548100293
Wp6,Wm1,.0000467237749564
Wp6,Wp1,.0010731244126685
Wp6,Wp2,.0016099204522342
Wp6,Wp3,.0021544749131523
Wp6,Wp4,.002657880008829
Wp6,Wp5,.0031817392333214
Wp6,Wp6,.0043183830280681
Wp6,Wright,.0044667928232193
Wright,Wleft,-.0009304464813842
Wright,Wm2,-.0003858187062133
Wright,Wm1,-.0000848620845798
Wright,Wp1,.0011868413424794
Wright,Wp2,.0018503359362493
Wright,Wp3,.0025402706769593
Wright,Wp4,.0031725755067414
Wright,Wp5,.0038145609428762
Wright,Wp6,.0044667928232193
Wright,Wright,.0068802684877945
