coefficient,estimate,standard_error
Wleft,-.1526136443611193,.07260517
Wm2,-.1984064113191426,.053686559
Wm1,-.1698705813177747,.037791703
Wp1,.2134840601087743,.033226449
Wp2,.6742061140513572,.039052971
Wp3,.9677283805123008,.045222029
Wp4,1.173648580169109,.050612971
Wp5,1.271343355276328,.056884635
Wp6,1.410259508753103,.065714404
Wright,1.431058156298702,.082947381
