arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2,-3,-2,189439,187873,14072,8064,6008,57600,Wp3,.9677283805123008,.0452220302798499,5.086263018059218,6757,1968 1969,0,pw=IW,577.268
