measurement,own_rate_2534,interpretation
production_whole_nodes,0.3522664920664814,unchanged model age_to_index aggregation
cells_start_at_node,0.3095212790700061,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3532048107513972,diagnostic uniform density within each four-year cell
