arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
9x3,0,18.0,1.0000000000000002,0.18429474139821697,0.1842947413982169,0.8157052586017831,3.906608671321599,0.04474456585256161
9x3,1,22.0,0.9999999999999578,0.2610913918779383,0.19281455622833776,0.6228907023734718,4.842433795095839,0.15567448401324352
9x3,2,26.0,0.99999999999994,0.3127194239594291,0.1673631833771626,0.4555275189963188,5.677771335152831,0.26592993124799347
9x3,3,30.0,0.9999999999999337,0.3250987611514213,0.11266059164537862,0.34286692735094704,6.319650009626805,0.36164967891650707
9x3,4,34.0,0.9999999999999415,0.3100826360356988,0.06738834927560045,0.27547857807534254,6.7851142935037965,0.4292198660373437
9x3,5,38.0,0.9999999999999525,0.2583557136738736,0.03702300326509672,0.238455574810238,7.136592032963009,0.4873798200533541
9x3,6,42.0,0.9999999999999553,0.1628843814088543,0.021192955187484708,0.21726261962274648,7.384173621686126,0.5287154170120283
9x3,7,46.0,0.9999999999999672,0.0,0.0,0.21726261962274343,7.506233039957109,0.5518050821170698
9x3,8,50.0,0.9999999999999715,0.0,0.0,0.21726261962274096,7.601851104999186,0.5685116388511197
9x3,9,54.0,0.9999999999999719,0.0,0.0,0.21726261962273738,7.692262671568003,0.5835732139972147
9x3,10,58.0,0.999999999999977,0.0,0.0,0.2172626196227347,7.783963968032066,0.5988315562837089
9x3,11,62.0,0.9999999999999788,0.0,0.0,0.21726261962273272,7.889219132205952,0.6130505989496288
9x3,12,66.0,0.9999999999999892,0.0,0.0,0.2172626196227265,8.16610881676459,0.6257989176813417
9x3,13,70.0,0.9391263063710026,0.0,0.0,0.21726261962272356,8.22135459898463,0.6334758418168176
9x3,14,74.0,0.8625852907341206,0.0,0.0,0.21726261962272087,8.28058035502257,0.6467414970407337
9x3,15,78.0,0.7633467444960435,0.0,0.0,0.21726261962271856,8.332022667021002,0.6819846848040201
9x3,16,82.0,0.6336135272169409,0.0,0.0,0.2172626196227201,8.359528968477353,0.7710890252006031
