summary_path,seed,eligible,search_cases,search_strict,tight_loss,tight_residual
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_1/summary.json,2026072301,True,1000,1000,2.2944474177687804,1.4621864605266664e-05
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_2/summary.json,2026072302,True,1000,1000,2.333451760997166,2.250252301513129e-05
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_3/summary.json,2026072303,False,876,876,,
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_4/summary.json,2026072304,True,1000,1000,2.678941559252116,2.3931173199268335e-05
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_5/summary.json,2026072305,True,1000,1000,2.317711777687147,2.376809450980846e-05
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_6/summary.json,2026072306,True,1000,1000,2.637031915499321,9.874336846620168e-08
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_7/summary.json,2026072307,True,1000,1000,2.405539300456754,1.3515961416562491e-05
output/model/eqscale_seq_l4_recalibration_20260722/continuation/chain_8/summary.json,2026072308,True,1000,1000,2.422626808051553,1.5139955078341375e-05
