gap,loss_contribution,model,moment,target,weight
-0.008531861477867109,0.0014558532055502543,1.9094681385221328,tfr,1.918,20.0
-0.15807421958615514,0.4997491779554398,0.029925780413844857,childless_rate,0.188,20.0
-0.016872653637103552,0.02846864407576637,0.5585997563628965,own_rate,0.57547241,100.0
-0.08585477010372347,0.3316968697303444,0.08180689989627654,own_family_gap,0.16766167,45.0
0.09235000731199661,0.11939933390736157,0.7567846773119966,housing_increment_0to1,0.66443467,14.0
0.23867699458132963,0.34180024645425633,4.0439650945813295,prime30_55_childless_renter_mean_rooms,3.8052881,6.0
0.05995279325857139,0.08985843548762508,0.6560839132585714,prime30_55_childless_owner_share_rooms_ge6,0.59613112,25.0
0.19101188046559342,0.43782646174802575,0.3702374404655934,young_childless_renter_liquid_wealth_to_annual_gross_income_2535,0.17922556,12.0
-0.10757193281993782,0.13886064876740659,2.311189797180062,prime30_55_childless_owner_minus_renter_mean_rooms,2.41876173,12.0
0.022288563553921725,0.039742405223776624,0.3634546535539217,own_rate_2534,0.34116609,80.0
0.07143912312696626,0.040828386505198766,0.43913868193696626,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,8.0
0.0008620269636452349,1.3810906893124982e-05,6.502177801329015,old_total_estate_wealth_to_annual_income_median_7684,6.50131577436537,18.585767349158665
-0.0016363212703321972,0.0252631603390202,0.6066968183787989,old_nonhousing_ge_1x_income_share_6575,0.608333139649131,9435.18732291246
-0.013861715084576454,0.030743543213755904,0.7503992549154236,old_age_own_rate,0.76426097,160.0
-0.16770034796642452,0.16874044024835919,5.612270133975543,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.0
