measurement,own_rate_2534,interpretation
production_whole_nodes,0.3377507753886167,unchanged model age_to_index aggregation
cells_start_at_node,0.3017071258438386,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.33825770063601923,diagnostic uniform density within each four-year cell
