arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
5x3,0,18.0,0.9999999999999994,0.2136042084615453,0.2136042084615455,0.7863957915384554,4.0997493278007,0.046628771228304805
5x3,1,22.0,0.9999999999999827,0.284818571579272,0.20744787930738062,0.5789479122310841,5.03233995536757,0.17933377150673419
5x3,2,26.0,0.9999999999999714,0.3237735050700181,0.16535942096700745,0.4135884912640826,5.7515826844668005,0.2653416923932131
5x3,3,30.0,0.9999999999999712,0.324880829277247,0.10190097465226577,0.311687516611819,6.285587963633952,0.3428200278630698
5x3,4,34.0,0.9999999999999754,0.3024111227666573,0.05517063770723152,0.2565168789045835,6.682389498891847,0.40509060591080337
5x3,5,38.0,0.9999999999999788,0.2504670757963202,0.030180032653130573,0.22633684625145015,7.030301427471418,0.46972926190870307
5x3,6,42.0,0.9999999999999832,0.15776509821593265,0.018601599007610103,0.20773524724383668,7.294941177497602,0.5194962423766752
5x3,7,46.0,0.9999999999999868,0.0,0.0,0.2077352472438337,7.435617620470057,0.5488462425383763
5x3,8,50.0,0.9999999999999875,0.0,0.0,0.20773524724383136,7.542614262413311,0.5689601353390884
5x3,9,54.0,0.9999999999999918,0.0,0.0,0.20773524724382944,7.639117318039636,0.5856365185143939
5x3,10,58.0,0.9999999999999939,0.0,0.0,0.20773524724382708,7.738954043303042,0.6015346005890839
5x3,11,62.0,0.9999999999999954,0.0,0.0,0.20773524724382483,7.84770568177059,0.6158854890517884
5x3,12,66.0,0.9999999999999972,0.0,0.0,0.2077352472438225,8.144038911162498,0.6291131423893354
5x3,13,70.0,0.9391263063710112,0.0,0.0,0.20773524724382228,8.201943499363423,0.6370283892892817
5x3,14,74.0,0.8625852907341214,0.0,0.0,0.2077352472438215,8.264266858050561,0.650279295941403
5x3,15,78.0,0.7633467444960451,0.0,0.0,0.20773524724382017,8.317661513236875,0.6852818619345129
5x3,16,82.0,0.6336135272169492,0.0,0.0,0.2077352472438193,8.345598711561495,0.773754295529903
