,aggregate_mean_occupied_rooms_capped9_18_85,own_rate_30_55,recent_parent_minus_no_resident_child_ownership_30_55,prime30_55_resident_3plus_minus_1to2_rooms_capped9,own_rate_25_34
aggregate_mean_occupied_rooms_capped9_18_85,0.009372833340393572,0.00186344798774343,0.00015712870127777785,-0.001371604925562451,0.0016271436646940474
own_rate_30_55,0.00186344798774343,0.0004037051428261564,2.597923164032844e-05,-0.00021098415033503776,0.00035404253558803784
recent_parent_minus_no_resident_child_ownership_30_55,0.00015712870127777785,2.597923164032844e-05,6.620429563146633e-05,-6.278654069447164e-05,1.0605474733097466e-05
prime30_55_resident_3plus_minus_1to2_rooms_capped9,-0.001371604925562451,-0.00021098415033503776,-6.278654069447164e-05,0.0016278882109885774,-0.00016170279825259887
own_rate_25_34,0.0016271436646940474,0.00035404253558803784,1.0605474733097466e-05,-0.00016170279825259887,0.0003294461772038923
