,aggregate_mean_occupied_rooms_capped9_18_85,own_rate_30_55,recent_parent_minus_no_resident_child_ownership_30_55,prime30_55_resident_3plus_minus_1to2_rooms_capped9,own_rate_25_34
aggregate_mean_occupied_rooms_capped9_18_85,0.00781123665132847,0.0016803666232892043,3.685816632939418e-05,0.0012630823242074493,0.0016797791889736637
own_rate_30_55,0.0016803666232892043,0.000427466907978555,-1.0512901855378986e-05,0.00017830936366215237,0.000427241073417232
recent_parent_minus_no_resident_child_ownership_30_55,3.685816632939418e-05,-1.0512901855378986e-05,3.696062032821998e-05,0.00013615066653505507,-8.35314007819798e-06
prime30_55_resident_3plus_minus_1to2_rooms_capped9,0.0012630823242074493,0.00017830936366215237,0.00013615066653505507,0.003564705489750505,0.0002595880757448418
own_rate_25_34,0.0016797791889736637,0.000427241073417232,-8.35314007819798e-06,0.0002595880757448418,0.0004419805976708112
