,aggregate_mean_occupied_rooms_capped9_18_85,own_rate_30_55,recent_parent_minus_no_resident_child_ownership_30_55,prime30_55_resident_3plus_minus_1to2_rooms_capped9,own_rate_25_34
aggregate_mean_occupied_rooms_capped9_18_85,0.008060007046526972,0.0017459030619113901,0.00010357426565882546,0.000745474527388159,0.0017531849171110614
own_rate_30_55,0.0017459030619113901,0.00044194277775879,1.002467337062915e-05,8.206139434681148e-05,0.00043805103799900966
recent_parent_minus_no_resident_child_ownership_30_55,0.00010357426565882546,1.002467337062915e-05,3.715506914647797e-05,0.00018348458032759423,1.340287028706556e-05
prime30_55_resident_3plus_minus_1to2_rooms_capped9,0.000745474527388159,8.206139434681148e-05,0.00018348458032759423,0.003031658481947626,0.00018277176160190286
own_rate_25_34,0.0017531849171110614,0.00043805103799900966,1.340287028706556e-05,0.00018277176160190286,0.0004548718770998006
