sample,head_records,head_weight,mean_rooms_literal,mean_rooms_capped9,room9_share,rooms_gt9_share,own3055,own2534,recent_parent_ownership_gap,family_room_gap_literal,family_room_gap_capped9,rooms_large_n,rooms_small_n,recent_parent_n,control_n,own3055_n
initial_2005_2007_same42cities,1535537,159325005.0,5.570068596577166,5.570068596577166,0.09717908372260839,0.0,0.6475459959484504,0.42968245178511466,0.16007903879836027,0.3485519082597044,0.3485519082597044,106666,306068,43707,331485,809378
2007_same42cities,516656,53456727.0,5.587835633857644,5.587835633857644,0.09934757135430308,0.0,0.6459841200991936,0.42664201453243084,0.15445365617391404,0.351379526398528,0.351379526398528,35916,101809,14535,109438,269577
2012_same42cities,531345,55443172.0,5.808767507025031,5.635242622842719,0.05222377969283576,0.06844400966091911,0.5844008079078982,0.33619708112766017,0.13405149211390244,0.39774389100926477,0.31833136914429083,35042,94758,12896,103397,257275
2023_same42cities,588017,64166203.0,5.789219084694788,5.583722836147871,0.05127007437232962,0.08360564828808711,0.5874091709524739,0.3560268810437643,0.2111605446306523,0.4485164594675304,0.3547984523634389,31257,97146,15086,105248,254325
2012_current_admittedPUMA,282028,28329510.0,5.75765225025071,5.604975024276805,0.049695882491437374,0.061931004101376974,0.5833781577058073,0.33486875314091,0.12474674096465299,0.30785484282765996,0.25541415521092414,18849,50284,6570,53781,135946
2023_current_admittedPUMA,558463,61250563.0,5.771329073334395,5.5650140717890215,0.05097326207434207,0.08363101903242914,0.5827463988669126,0.3502842743773103,0.21303955372925382,0.43589151931911196,0.3459012128795216,29625,92920,14467,101387,243735
