year,met2013,active_metro,active_puma,n,weight,rooms_sum,capped_rooms_sum,owner_weight,rooms9_weight,rooms_gt9_weight,own3055_n,own3055_weight,own3055_owner_weight,own3055_rooms_sum,own3055_capped_rooms_sum,own2534_n,own2534_weight,own2534_owner_weight,own2534_rooms_sum,own2534_capped_rooms_sum,newparent_n,newparent_weight,newparent_owner_weight,newparent_rooms_sum,newparent_capped_rooms_sum,nochild_n,nochild_weight,nochild_owner_weight,nochild_rooms_sum,nochild_capped_rooms_sum,rooms_large_n,rooms_large_weight,rooms_large_owner_weight,rooms_large_rooms_sum,rooms_large_capped_rooms_sum,rooms_small_n,rooms_small_weight,rooms_small_owner_weight,rooms_small_rooms_sum,rooms_small_capped_rooms_sum
2005,45060,0,-1,2953,243122.0,1430178.0,1430178.0,163726.0,23475.0,0.0,1441.0,118933.0,82980.0,742556.0,742556.0,336.0,37250.0,14789.0,197965.0,197965.0,55.0,4707.0,3198.0,28148.0,28148.0,600.0,51961.0,30986.0,289222.0,289222.0,193.0,15432.0,12338.0,108682.0,108682.0,560.0,45140.0,35177.0,300696.0,300696.0
2005,40380,0,-1,4517,395164.0,2336794.0,2336794.0,275138.0,41453.0,0.0,2292.0,206231.0,150126.0,1273449.0,1273449.0,546.0,59403.0,29993.0,317427.0,317427.0,100.0,8733.0,7773.0,57398.0,57398.0,906.0,83808.0,50846.0,451102.0,451102.0,303.0,26210.0,20726.0,187936.0,187936.0,898.0,79683.0,63935.0,522373.0,522373.0
2005,24020,0,-1,677,49365.0,291263.0,291263.0,36679.0,5742.0,0.0,309.0,23768.0,17400.0,148773.0,148773.0,63.0,6781.0,3476.0,35524.0,35524.0,10.0,675.0,629.0,3939.0,3939.0,114.0,8832.0,5259.0,48419.0,48419.0,45.0,3649.0,2824.0,26407.0,26407.0,131.0,10323.0,8459.0,65709.0,65709.0
2005,10580,0,-1,3375,318794.0,1869515.0,1869515.0,212213.0,35413.0,0.0,1657.0,160807.0,110938.0,994629.0,994629.0,409.0,48224.0,22512.0,258205.0,258205.0,71.0,6624.0,5001.0,43483.0,43483.0,715.0,70070.0,41550.0,384713.0,384713.0,186.0,19027.0,14062.0,134661.0,134661.0,629.0,59998.0,47131.0,396474.0,396474.0
2005,46540,0,-1,1520,114278.0,677688.0,677688.0,79828.0,10797.0,0.0,705.0,55532.0,39073.0,339934.0,339934.0,140.0,14344.0,6595.0,78958.0,78958.0,22.0,2065.0,1548.0,12638.0,12638.0,291.0,22671.0,13246.0,122402.0,122402.0,107.0,9210.0,6741.0,64498.0,64498.0,266.0,20405.0,15756.0,128968.0,128968.0
2005,13780,0,-1,1186,99550.0,589746.0,589746.0,68069.0,11134.0,0.0,528.0,45697.0,32777.0,284589.0,284589.0,130.0,13189.0,6081.0,74171.0,74171.0,19.0,1723.0,1294.0,10631.0,10631.0,240.0,21062.0,13990.0,122414.0,122414.0,62.0,4873.0,3872.0,34168.0,34168.0,186.0,17015.0,12632.0,108417.0,108417.0
2005,16740,1,-1,6910,703688.0,4058348.0,4058348.0,486215.0,73076.0,0.0,3561.0,375297.0,266209.0,2267469.0,2267469.0,1100.0,125769.0,62264.0,668019.0,668019.0,187.0,19308.0,15891.0,126267.0,126267.0,1534.0,165114.0,108044.0,902196.0,902196.0,418.0,45009.0,31181.0,302776.0,302776.0,1469.0,150205.0,114365.0,962228.0,962228.0
2005,49180,0,-1,2433,235263.0,1324469.0,1324469.0,165209.0,19202.0,0.0,1113.0,112062.0,77749.0,654123.0,654123.0,319.0,36678.0,17947.0,190988.0,190988.0,60.0,6358.0,3744.0,35910.0,35910.0,478.0,46879.0,30791.0,251753.0,251753.0,126.0,13952.0,9648.0,88068.0,88068.0,483.0,50725.0,35459.0,299778.0,299778.0
2005,22180,0,-1,1029,116114.0,646374.0,646374.0,65242.0,5312.0,0.0,467.0,55622.0,32019.0,325919.0,325919.0,172.0,19275.0,6710.0,100596.0,100596.0,26.0,2313.0,1143.0,14635.0,14635.0,201.0,24879.0,14090.0,132243.0,132243.0,51.0,5416.0,2526.0,34925.0,34925.0,185.0,23482.0,12838.0,141308.0,141308.0
2005,25860,0,-1,1456,136980.0,745213.0,745213.0,100556.0,8249.0,0.0,573.0,55027.0,40696.0,320636.0,320636.0,143.0,16217.0,9460.0,85828.0,85828.0,18.0,1667.0,1224.0,10032.0,10032.0,252.0,24807.0,15792.0,131962.0,131962.0,64.0,5502.0,4417.0,33573.0,33573.0,276.0,28468.0,23343.0,169877.0,169877.0
2005,39580,1,-1,3485,356392.0,2105806.0,2105806.0,239076.0,46183.0,0.0,1914.0,194749.0,139859.0,1217168.0,1217168.0,683.0,73121.0,36437.0,387724.0,387724.0,142.0,13527.0,11969.0,92972.0,92972.0,831.0,87028.0,55467.0,492758.0,492758.0,232.0,23074.0,15948.0,157833.0,157833.0,824.0,84196.0,65923.0,553950.0,553950.0
2005,15500,0,-1,535,54120.0,294667.0,294667.0,38981.0,2665.0,0.0,233.0,24571.0,16159.0,136737.0,136737.0,56.0,7762.0,4307.0,40089.0,40089.0,9.0,1093.0,1093.0,7211.0,7211.0,91.0,9551.0,5819.0,52118.0,52118.0,35.0,3701.0,2378.0,23680.0,23680.0,105.0,11504.0,8731.0,61237.0,61237.0
2005,40580,0,-1,589,55580.0,303262.0,303262.0,34203.0,2787.0,0.0,219.0,21311.0,12764.0,120808.0,120808.0,59.0,7266.0,1370.0,34537.0,34537.0,3.0,436.0,436.0,2454.0,2454.0,100.0,10158.0,5847.0,54311.0,54311.0,42.0,3571.0,2139.0,21793.0,21793.0,94.0,10058.0,6539.0,56160.0,56160.0
2005,20500,0,-1,1644,167323.0,939198.0,939198.0,102210.0,19137.0,0.0,831.0,82103.0,51848.0,488740.0,488740.0,292.0,34109.0,13771.0,170456.0,170456.0,48.0,4488.0,3035.0,28234.0,28234.0,416.0,40112.0,21321.0,214308.0,214308.0,78.0,7380.0,5087.0,51116.0,51116.0,320.0,34136.0,25018.0,217395.0,217395.0
2005,24660,0,-1,2966,288493.0,1592243.0,1592243.0,191045.0,19247.0,0.0,1311.0,135532.0,88643.0,778534.0,778534.0,362.0,42404.0,17796.0,214756.0,214756.0,46.0,4225.0,3152.0,25561.0,25561.0,570.0,59050.0,35111.0,310393.0,310393.0,142.0,16730.0,11051.0,102725.0,102725.0,549.0,58568.0,40767.0,346577.0,346577.0
2005,24140,0,-1,841,42944.0,245741.0,245741.0,27397.0,2726.0,0.0,327.0,16641.0,10377.0,99741.0,99741.0,71.0,4720.0,1294.0,24154.0,24154.0,7.0,219.0,113.0,1446.0,1446.0,164.0,7882.0,4844.0,46219.0,46219.0,34.0,2063.0,1258.0,12632.0,12632.0,136.0,7149.0,4743.0,42761.0,42761.0
2005,27340,0,-1,547,51514.0,286543.0,286543.0,31059.0,1643.0,0.0,223.0,21387.0,13380.0,126958.0,126958.0,88.0,8449.0,3962.0,45261.0,45261.0,7.0,697.0,290.0,3838.0,3838.0,76.0,6983.0,5086.0,36914.0,36914.0,41.0,4726.0,1869.0,30375.0,30375.0,103.0,9114.0,5673.0,56176.0,56176.0
2005,24780,0,-1,550,57851.0,309234.0,309234.0,32837.0,3326.0,0.0,222.0,23159.0,14324.0,133931.0,133931.0,68.0,10445.0,4734.0,52876.0,52876.0,14.0,1269.0,1269.0,9028.0,9028.0,88.0,9322.0,4854.0,48818.0,48818.0,31.0,2843.0,1899.0,18646.0,18646.0,101.0,10894.0,8252.0,66612.0,66612.0
2005,45780,0,-1,2454,237939.0,1390378.0,1390378.0,162185.0,19795.0,0.0,1168.0,118411.0,84274.0,730429.0,730429.0,362.0,39396.0,21208.0,222826.0,222826.0,36.0,2896.0,2562.0,18008.0,18008.0,493.0,50590.0,31466.0,275482.0,275482.0,153.0,15618.0,13121.0,110366.0,110366.0,419.0,42055.0,31689.0,274551.0,274551.0
2005,17460,0,-1,8357,828859.0,4936865.0,4936865.0,566068.0,90790.0,0.0,4208.0,437477.0,295521.0,2701995.0,2701995.0,1067.0,120959.0,60036.0,673471.0,673471.0,208.0,22597.0,16344.0,147396.0,147396.0,1764.0,187664.0,110895.0,1016334.0,1016334.0,522.0,55954.0,39519.0,398267.0,398267.0,1532.0,154829.0,113154.0,1029012.0,1029012.0
2005,10420,0,-1,2657,269073.0,1605451.0,1605451.0,192614.0,29632.0,0.0,1373.0,139818.0,105511.0,888403.0,888403.0,364.0,42184.0,21849.0,235268.0,235268.0,52.0,4808.0,4413.0,33159.0,33159.0,594.0,62254.0,43329.0,359343.0,359343.0,168.0,17172.0,13958.0,125648.0,125648.0,479.0,47075.0,38031.0,316119.0,316119.0
2005,18140,1,-1,6502,646743.0,3794354.0,3794354.0,425777.0,62945.0,0.0,3456.0,357568.0,247940.0,2223310.0,2223310.0,1086.0,124055.0,57398.0,683400.0,683400.0,185.0,19432.0,15431.0,127813.0,127813.0,1497.0,153773.0,96230.0,859481.0,859481.0,378.0,42718.0,28544.0,302255.0,302255.0,1293.0,133142.0,101249.0,882104.0,882104.0
2005,19380,0,-1,3116,320716.0,1874264.0,1874264.0,216560.0,30980.0,0.0,1497.0,162940.0,110343.0,984580.0,984580.0,437.0,50381.0,21623.0,269676.0,269676.0,40.0,3557.0,2406.0,20058.0,20058.0,660.0,76259.0,47664.0,423991.0,423991.0,200.0,19601.0,14181.0,136746.0,136746.0,504.0,53019.0,37824.0,334387.0,334387.0
2005,49660,0,-1,2504,228687.0,1348355.0,1348355.0,169851.0,17501.0,0.0,1156.0,109874.0,81412.0,671720.0,671720.0,265.0,26778.0,15155.0,155639.0,155639.0,44.0,4161.0,3523.0,25469.0,25469.0,478.0,45511.0,29345.0,251825.0,251825.0,142.0,14396.0,10823.0,101835.0,101835.0,414.0,38109.0,31486.0,243745.0,243745.0
2005,44220,0,-1,591,52964.0,307954.0,307954.0,38406.0,4406.0,0.0,270.0,25238.0,18140.0,155398.0,155398.0,83.0,7605.0,3560.0,42974.0,42974.0,10.0,772.0,698.0,5223.0,5223.0,111.0,10639.0,7099.0,57652.0,57652.0,35.0,4422.0,2893.0,30734.0,30734.0,97.0,8347.0,6379.0,54241.0,54241.0
2005,15940,0,-1,1618,157749.0,947247.0,947247.0,113576.0,14820.0,0.0,785.0,78705.0,56386.0,493754.0,493754.0,187.0,22532.0,12418.0,130597.0,130597.0,26.0,2623.0,1651.0,15607.0,15607.0,320.0,31526.0,20377.0,178335.0,178335.0,107.0,12467.0,9243.0,88606.0,88606.0,276.0,27676.0,20611.0,180064.0,180064.0
2005,31900,0,-1,500,50909.0,295050.0,295050.0,37262.0,4441.0,0.0,221.0,23277.0,16775.0,142294.0,142294.0,69.0,8508.0,5269.0,51215.0,51215.0,5.0,497.0,429.0,2667.0,2667.0,91.0,10077.0,6221.0,53328.0,53328.0,29.0,2995.0,2563.0,23332.0,23332.0,85.0,8918.0,7081.0,56179.0,56179.0
2005,36420,1,-1,4341,480588.0,2569610.0,2569610.0,308735.0,19217.0,0.0,1994.0,232605.0,152001.0,1287096.0,1287096.0,615.0,84334.0,37668.0,412472.0,412472.0,66.0,7301.0,5940.0,42908.0,42908.0,870.0,105122.0,59252.0,520166.0,520166.0,261.0,30955.0,20142.0,191772.0,191772.0,743.0,80169.0,60051.0,476361.0,476361.0
2005,38900,1,-1,7685,783900.0,4406625.0,4406625.0,497689.0,82202.0,0.0,4013.0,421167.0,274607.0,2448214.0,2448214.0,1306.0,150885.0,64934.0,752534.0,752534.0,236.0,24364.0,16887.0,147151.0,147151.0,1802.0,194614.0,114230.0,1002381.0,1002381.0,447.0,49939.0,34836.0,327170.0,327170.0,1522.0,152903.0,108559.0,964853.0,964853.0
2005,32780,0,-1,729,75492.0,394305.0,394305.0,50298.0,3734.0,0.0,300.0,33195.0,19971.0,181837.0,181837.0,78.0,10133.0,3238.0,50806.0,50806.0,12.0,1422.0,852.0,8537.0,8537.0,139.0,15591.0,8575.0,80015.0,80015.0,37.0,3767.0,2793.0,24551.0,24551.0,111.0,12299.0,6970.0,66240.0,66240.0
2005,21660,0,-1,1417,133078.0,704658.0,704658.0,83538.0,7402.0,0.0,611.0,58039.0,37832.0,325125.0,325125.0,164.0,20576.0,8680.0,100082.0,100082.0,28.0,2674.0,1780.0,16161.0,16161.0,306.0,29053.0,17663.0,148502.0,148502.0,70.0,6040.0,3601.0,37210.0,37210.0,224.0,22387.0,15761.0,134043.0,134043.0
2005,13460,0,-1,481,56749.0,320619.0,320619.0,38897.0,2161.0,0.0,236.0,27495.0,19841.0,161595.0,161595.0,66.0,9379.0,4414.0,52430.0,52430.0,18.0,2129.0,1864.0,12248.0,12248.0,101.0,12179.0,8063.0,64430.0,64430.0,20.0,2671.0,1371.0,17785.0,17785.0,114.0,12777.0,10391.0,77968.0,77968.0
2005,20700,0,-1,358,53889.0,338639.0,338639.0,39633.0,9385.0,0.0,194.0,30718.0,23046.0,203258.0,203258.0,44.0,8851.0,3648.0,54330.0,54330.0,5.0,793.0,466.0,4802.0,4802.0,72.0,10933.0,7068.0,63631.0,63631.0,31.0,5329.0,4164.0,39640.0,39640.0,71.0,10907.0,9199.0,76380.0,76380.0
2005,25420,0,-1,2070,205230.0,1247395.0,1247395.0,148595.0,25952.0,0.0,988.0,102487.0,77927.0,660008.0,660008.0,257.0,27290.0,13392.0,160583.0,160583.0,53.0,7188.0,5378.0,45244.0,45244.0,386.0,41540.0,27531.0,244144.0,244144.0,125.0,13702.0,10881.0,98897.0,98897.0,387.0,39397.0,32594.0,263042.0,263042.0
2005,38300,1,-1,9351,936911.0,5507942.0,5507942.0,680731.0,89079.0,0.0,4323.0,451472.0,336560.0,2812988.0,2812988.0,1002.0,118075.0,58573.0,645376.0,645376.0,196.0,21895.0,17437.0,146070.0,146070.0,1820.0,191846.0,125975.0,1052068.0,1052068.0,473.0,49638.0,40941.0,357456.0,357456.0,1677.0,173368.0,137611.0,1148722.0,1148722.0
2005,29540,0,-1,1596,180057.0,1091449.0,1091449.0,127219.0,20071.0,0.0,821.0,92534.0,67437.0,591272.0,591272.0,202.0,28261.0,13388.0,165117.0,165117.0,31.0,3419.0,2581.0,22831.0,22831.0,337.0,38309.0,24636.0,215607.0,215607.0,133.0,15834.0,12229.0,115664.0,115664.0,296.0,31773.0,25761.0,213311.0,213311.0
2005,44300,0,-1,583,49735.0,268597.0,268597.0,29200.0,4978.0,0.0,260.0,18239.0,14173.0,113588.0,113588.0,81.0,8470.0,3277.0,40915.0,40915.0,14.0,1299.0,1102.0,8309.0,8309.0,94.0,7440.0,4897.0,38909.0,38909.0,34.0,1823.0,1411.0,13783.0,13783.0,108.0,7477.0,6449.0,49241.0,49241.0
2005,39740,0,-1,1448,144947.0,895665.0,895665.0,107031.0,15388.0,0.0,759.0,78475.0,58430.0,505608.0,505608.0,176.0,19432.0,10498.0,112363.0,112363.0,25.0,2545.0,2275.0,16347.0,16347.0,295.0,31956.0,21638.0,189792.0,189792.0,110.0,12427.0,8872.0,87744.0,87744.0,295.0,28663.0,22807.0,189681.0,189681.0
2005,49620,0,-1,1507,153311.0,944326.0,944326.0,117914.0,14347.0,0.0,779.0,79596.0,61914.0,513178.0,513178.0,210.0,22328.0,15121.0,139598.0,139598.0,30.0,3000.0,2904.0,20817.0,20817.0,312.0,31016.0,22426.0,179896.0,179896.0,89.0,9504.0,7423.0,69095.0,69095.0,313.0,33590.0,27394.0,226058.0,226058.0
2005,42540,0,-1,2820,248505.0,1476770.0,1476770.0,171827.0,23683.0,0.0,1270.0,114373.0,83046.0,721176.0,721176.0,304.0,33770.0,13877.0,193284.0,193284.0,57.0,5891.0,4224.0,37667.0,37667.0,501.0,44518.0,28277.0,252266.0,252266.0,181.0,17906.0,13474.0,124949.0,124949.0,487.0,41835.0,32211.0,274589.0,274589.0
2005,30140,0,-1,450,47826.0,276317.0,276317.0,34337.0,3965.0,0.0,214.0,23158.0,17144.0,141942.0,141942.0,51.0,6014.0,3133.0,32267.0,32267.0,11.0,2009.0,1844.0,15168.0,15168.0,93.0,9535.0,5864.0,49838.0,49838.0,21.0,2160.0,1435.0,14820.0,14820.0,83.0,9931.0,8478.0,66885.0,66885.0
2005,21500,0,-1,1041,104728.0,618973.0,618973.0,73472.0,9642.0,0.0,523.0,51039.0,37619.0,313617.0,313617.0,125.0,14681.0,7972.0,83238.0,83238.0,18.0,1859.0,1219.0,11693.0,11693.0,209.0,23074.0,16039.0,125772.0,125772.0,63.0,6804.0,5318.0,50982.0,50982.0,217.0,18804.0,14730.0,119364.0,119364.0
2005,11020,0,-1,533,51337.0,305533.0,305533.0,36381.0,5199.0,0.0,224.0,22093.0,16072.0,138629.0,138629.0,56.0,6350.0,2891.0,35901.0,35901.0,7.0,719.0,568.0,4261.0,4261.0,81.0,8931.0,4981.0,48872.0,48872.0,28.0,2358.0,1845.0,16439.0,16439.0,85.0,8042.0,6897.0,53476.0,53476.0
2005,48700,0,-1,679,49235.0,287449.0,287449.0,33419.0,4147.0,0.0,302.0,21397.0,14963.0,130960.0,130960.0,62.0,5438.0,2092.0,31690.0,31690.0,14.0,1592.0,744.0,9630.0,9630.0,134.0,9592.0,6111.0,53587.0,53587.0,43.0,2496.0,1565.0,16495.0,16495.0,116.0,8895.0,6857.0,57102.0,57102.0
2005,27780,0,-1,770,52720.0,318298.0,318298.0,39020.0,5928.0,0.0,327.0,24019.0,18175.0,153479.0,153479.0,86.0,6415.0,2737.0,37064.0,37064.0,12.0,853.0,309.0,5583.0,5583.0,133.0,9302.0,6516.0,53397.0,53397.0,46.0,2685.0,2321.0,18209.0,18209.0,121.0,10397.0,7533.0,69660.0,69660.0
2005,44940,0,-1,433,37877.0,224017.0,224017.0,26168.0,2812.0,0.0,157.0,14994.0,9398.0,89531.0,89531.0,45.0,3542.0,1937.0,20180.0,20180.0,5.0,263.0,160.0,1807.0,1807.0,67.0,6585.0,3183.0,35673.0,35673.0,22.0,1950.0,1278.0,12368.0,12368.0,82.0,8034.0,6187.0,49048.0,49048.0
2005,43900,0,-1,1045,100623.0,558003.0,558003.0,70080.0,6761.0,0.0,438.0,46527.0,33776.0,273390.0,273390.0,126.0,13979.0,7333.0,75585.0,75585.0,21.0,2519.0,2378.0,16803.0,16803.0,181.0,19151.0,13397.0,103763.0,103763.0,66.0,7343.0,5209.0,48240.0,48240.0,189.0,18861.0,14162.0,111911.0,111911.0
2005,16700,0,-1,2508,238763.0,1358452.0,1358452.0,158534.0,17304.0,0.0,1049.0,106434.0,70175.0,629596.0,629596.0,339.0,34327.0,15056.0,176899.0,176899.0,46.0,4147.0,3181.0,26071.0,26071.0,468.0,48389.0,30625.0,259258.0,259258.0,113.0,11428.0,6699.0,72953.0,72953.0,438.0,42550.0,30233.0,264112.0,264112.0
2005,24860,0,-1,3650,342089.0,1941936.0,1941936.0,245862.0,29002.0,0.0,1503.0,145949.0,103006.0,866279.0,866279.0,409.0,45666.0,22261.0,242986.0,242986.0,65.0,5762.0,4357.0,35702.0,35702.0,598.0,59914.0,38485.0,326312.0,326312.0,204.0,19497.0,14925.0,125516.0,125516.0,695.0,68078.0,51436.0,419353.0,419353.0
2005,25940,0,-1,630,59531.0,349959.0,349959.0,41294.0,3639.0,0.0,206.0,21236.0,13446.0,126249.0,126249.0,78.0,7582.0,2777.0,41529.0,41529.0,12.0,1499.0,696.0,8020.0,8020.0,92.0,9568.0,5625.0,54456.0,54456.0,29.0,2731.0,1794.0,17565.0,17565.0,93.0,10357.0,6421.0,61767.0,61767.0
2005,34980,1,-1,5867,581697.0,3368391.0,3368391.0,390060.0,60040.0,0.0,3059.0,308915.0,213787.0,1860801.0,1860801.0,969.0,108714.0,50685.0,565866.0,565866.0,164.0,16491.0,12572.0,103642.0,103642.0,1341.0,137778.0,86148.0,752786.0,752786.0,326.0,33846.0,21567.0,227092.0,227092.0,1222.0,123246.0,91872.0,778723.0,778723.0
2005,28940,0,-1,3625,348710.0,1993126.0,1993126.0,249256.0,32096.0,0.0,1531.0,156459.0,113027.0,938777.0,938777.0,426.0,49051.0,24193.0,254519.0,254519.0,60.0,6433.0,4986.0,39827.0,39827.0,705.0,71958.0,49160.0,389933.0,389933.0,139.0,15950.0,12216.0,108091.0,108091.0,657.0,64776.0,48878.0,409160.0,409160.0
2005,27180,0,-1,459,42625.0,243076.0,243076.0,28062.0,4138.0,0.0,214.0,19771.0,13715.0,117947.0,117947.0,69.0,7706.0,3108.0,39836.0,39836.0,10.0,629.0,578.0,3964.0,3964.0,87.0,8484.0,4935.0,44780.0,44780.0,28.0,2539.0,2308.0,17985.0,17985.0,87.0,7526.0,5442.0,47703.0,47703.0
2005,28700,0,-1,1548,140711.0,804369.0,804369.0,104216.0,10095.0,0.0,592.0,56779.0,39903.0,340921.0,340921.0,130.0,14686.0,8911.0,83599.0,83599.0,16.0,1352.0,1151.0,8583.0,8583.0,272.0,26729.0,17122.0,150079.0,150079.0,57.0,5579.0,3285.0,36383.0,36383.0,240.0,23081.0,18119.0,144034.0,144034.0
2005,19100,1,-1,20686,2008699.0,11098703.0,11098703.0,1250914.0,179317.0,0.0,11381.0,1134932.0,732551.0,6523119.0,6523119.0,3562.0,413510.0,175463.0,2025014.0,2025014.0,616.0,58566.0,43263.0,355885.0,355885.0,4568.0,472169.0,255907.0,2404255.0,2404255.0,1581.0,159634.0,111200.0,1001501.0,1001501.0,4531.0,434656.0,318413.0,2685907.0,2685907.0
2005,26420,1,-1,16842,1789493.0,9868016.0,9868016.0,1120470.0,164098.0,0.0,9119.0,995516.0,641491.0,5680389.0,5680389.0,2657.0,331838.0,130586.0,1599069.0,1599069.0,419.0,44794.0,28029.0,258627.0,258627.0,3517.0,393483.0,220718.0,1990019.0,1990019.0,1406.0,160814.0,102604.0,974582.0,974582.0,3641.0,389337.0,278345.0,2379243.0,2379243.0
2005,32580,0,-1,1584,193575.0,970819.0,970819.0,134117.0,5309.0,0.0,749.0,97204.0,68741.0,514780.0,514780.0,231.0,35509.0,18682.0,177724.0,177724.0,26.0,3402.0,2305.0,17320.0,17320.0,155.0,19729.0,13503.0,93220.0,93220.0,273.0,36716.0,24839.0,191727.0,191727.0,311.0,40589.0,28970.0,217114.0,217114.0
2005,41700,1,-1,6976,689837.0,3729797.0,3729797.0,463962.0,41517.0,0.0,3314.0,343414.0,232775.0,1945098.0,1945098.0,942.0,111260.0,50720.0,557255.0,557255.0,120.0,11496.0,8403.0,67739.0,67739.0,1273.0,135238.0,82023.0,686897.0,686897.0,506.0,56752.0,38681.0,347650.0,347650.0,1359.0,137042.0,102054.0,811584.0,811584.0
2005,12420,1,-1,5714,561338.0,3012216.0,3012216.0,344115.0,45303.0,0.0,2990.0,299222.0,198036.0,1691603.0,1691603.0,1082.0,123590.0,50816.0,588240.0,588240.0,172.0,14909.0,12331.0,93110.0,93110.0,1403.0,142942.0,81133.0,713760.0,713760.0,338.0,35052.0,24545.0,219909.0,219909.0,1184.0,115402.0,88222.0,718485.0,718485.0
2005,11100,0,-1,972,84404.0,445021.0,445021.0,56783.0,3262.0,0.0,461.0,40824.0,28100.0,224818.0,224818.0,144.0,13826.0,6646.0,67482.0,67482.0,21.0,1806.0,1560.0,9905.0,9905.0,186.0,17612.0,10018.0,89848.0,89848.0,56.0,4420.0,3382.0,27887.0,27887.0,193.0,16691.0,12908.0,94050.0,94050.0
2005,28660,0,-1,1211,111114.0,596776.0,596776.0,63914.0,3106.0,0.0,533.0,53558.0,31996.0,303542.0,303542.0,225.0,25427.0,8282.0,131020.0,131020.0,17.0,1683.0,1089.0,9038.0,9038.0,188.0,17951.0,9596.0,92688.0,92688.0,83.0,8573.0,3750.0,49175.0,49175.0,237.0,23981.0,16329.0,141665.0,141665.0
2005,17780,0,-1,550,58795.0,301120.0,301120.0,26444.0,3078.0,0.0,225.0,22427.0,14366.0,128230.0,128230.0,90.0,10623.0,3073.0,50638.0,50638.0,8.0,912.0,912.0,4921.0,4921.0,100.0,10281.0,5500.0,52817.0,52817.0,35.0,3349.0,2580.0,22078.0,22078.0,83.0,7796.0,5884.0,47038.0,47038.0
2005,31180,0,-1,1007,96375.0,494406.0,494406.0,56497.0,3340.0,0.0,444.0,40686.0,25083.0,219768.0,219768.0,142.0,17067.0,7360.0,77008.0,77008.0,17.0,1889.0,1335.0,10435.0,10435.0,183.0,16573.0,9255.0,82626.0,82626.0,54.0,4626.0,2448.0,27231.0,27231.0,184.0,17004.0,11106.0,95075.0,95075.0
2005,13140,0,-1,1413,141593.0,752296.0,752296.0,94366.0,4438.0,0.0,596.0,67512.0,42761.0,365057.0,365057.0,147.0,18510.0,6811.0,86601.0,86601.0,15.0,1651.0,1173.0,8615.0,8615.0,229.0,27990.0,14601.0,135026.0,135026.0,78.0,9382.0,6149.0,60474.0,60474.0,248.0,24619.0,17536.0,136885.0,136885.0
2005,47380,0,-1,951,79315.0,418031.0,418031.0,47836.0,3325.0,0.0,434.0,35130.0,24058.0,198798.0,198798.0,133.0,13830.0,5886.0,69365.0,69365.0,16.0,1366.0,1165.0,8443.0,8443.0,170.0,14187.0,7619.0,73667.0,73667.0,66.0,5242.0,4057.0,31978.0,31978.0,179.0,15516.0,11500.0,90576.0,90576.0
2005,29700,0,-1,566,59227.0,298529.0,298529.0,35375.0,1976.0,0.0,299.0,32364.0,19716.0,166431.0,166431.0,91.0,10239.0,4575.0,47955.0,47955.0,11.0,1212.0,426.0,5513.0,5513.0,65.0,7216.0,4348.0,34746.0,34746.0,91.0,10498.0,5345.0,55171.0,55171.0,126.0,14009.0,8996.0,72951.0,72951.0
2005,21340,0,-1,2222,220367.0,1190224.0,1190224.0,143821.0,10462.0,0.0,1107.0,115831.0,74670.0,642762.0,642762.0,334.0,37192.0,17057.0,185993.0,185993.0,43.0,4864.0,2517.0,25242.0,25242.0,327.0,32932.0,19686.0,163614.0,163614.0,237.0,25049.0,16369.0,143863.0,143863.0,460.0,49463.0,33348.0,280449.0,280449.0
2005,15180,0,-1,1105,108730.0,544988.0,544988.0,70694.0,2388.0,0.0,527.0,53475.0,35605.0,283195.0,283195.0,119.0,14656.0,5892.0,70037.0,70037.0,13.0,1070.0,932.0,6304.0,6304.0,130.0,12498.0,8821.0,66033.0,66033.0,153.0,17356.0,9628.0,93161.0,93161.0,214.0,21337.0,15607.0,112013.0,112013.0
2005,41660,0,-1,472,40576.0,213257.0,213257.0,27654.0,1340.0,0.0,199.0,17773.0,12846.0,97778.0,97778.0,51.0,4306.0,2532.0,23764.0,23764.0,6.0,348.0,260.0,1834.0,1834.0,88.0,7168.0,4658.0,34146.0,34146.0,23.0,1696.0,1470.0,10778.0,10778.0,69.0,6507.0,4746.0,39327.0,39327.0
2005,33260,0,-1,467,43981.0,242879.0,242879.0,29541.0,2832.0,0.0,218.0,20691.0,14603.0,121472.0,121472.0,60.0,6620.0,3247.0,33951.0,33951.0,9.0,746.0,550.0,3813.0,3813.0,86.0,8355.0,4896.0,43494.0,43494.0,25.0,2771.0,1863.0,17315.0,17315.0,91.0,8369.0,6871.0,52611.0,52611.0
2005,18580,0,-1,1342,135946.0,700748.0,700748.0,85939.0,3915.0,0.0,626.0,67277.0,42661.0,363437.0,363437.0,168.0,19953.0,7535.0,96985.0,96985.0,29.0,3232.0,2473.0,18394.0,18394.0,220.0,24091.0,12842.0,115572.0,115572.0,109.0,11809.0,8501.0,70302.0,70302.0,234.0,24697.0,15983.0,137838.0,137838.0
2005,48660,0,-1,550,46897.0,243535.0,243535.0,30891.0,1430.0,0.0,236.0,21743.0,14616.0,117949.0,117949.0,73.0,8291.0,3882.0,38965.0,38965.0,11.0,912.0,700.0,5816.0,5816.0,103.0,9075.0,5122.0,45215.0,45215.0,35.0,2914.0,2351.0,19315.0,19315.0,84.0,8688.0,6497.0,47551.0,47551.0
