age,age_group,center_share,diagnostic,expected_completed_fertility_choice,expected_fertility_choice,mass,mass_share,mean_housing,mean_income,mean_liquid_wealth,own_rate,share,tenure,wealth_bin,z
18.0,,0.49999932852149453,age_z,,0.0,0.0010416666667043357,0.06250000000004188,3.2307303997766783,0.23034854194320212,0.31883369129402983,0.0,,,,-0.7
19.0,,0.03519562891905675,age_z,,0.0,0.0010416666667042679,0.0625000000000378,3.32229856086723,0.23034854194320212,0.31967674622741216,0.0,,,,-0.7
20.0,,0.026414930423951988,age_z,,0.0,0.001041666666704206,0.0625000000000341,3.3248564053143546,0.23034854194320217,0.32053017268639955,0.0,,,,-0.7
21.0,,0.02104171448844077,age_z,,0.0,0.0010416666667041508,0.06250000000003078,3.3269392928087727,0.23034854194320215,0.32140868681028995,0.0,,,,-0.7
22.0,,0.017918850319626183,age_z,,5.246955506648047e-12,0.0010416666667040836,0.06250000000002955,3.329101262919231,0.23034854194320212,0.3223180156940594,1.138137205693272e-07,,,,-0.7
23.0,,0.01637432017544787,age_z,,1.572036601584951e-10,0.0010416666667038502,0.06250000000002029,3.3318601479686363,0.23034854194320215,0.32320110553340464,3.324639277216125e-06,,,,-0.7
24.0,,0.016034309321741692,age_z,,1.6824247137701033e-09,0.001041666666702113,0.062499999999942484,3.3386258986691995,0.23034854194320212,0.32390379423867377,1.9339912596930627e-05,,,,-0.7
25.0,,0.016718729398732875,age_z,,1.067414649477013e-08,0.0010416666666969688,0.062499999999686424,4.248714853607456,0.3416496958378822,0.32385832199451703,5.682695355981387e-05,,,,-0.7
26.0,,0.03479808496037215,age_z,,4.660694115352962e-08,0.001041666666692082,0.06249999999947921,4.245838402884763,0.3416496958378822,0.3263949849129575,0.00020959269161670483,,,,-0.7
27.0,,0.049039466229033164,age_z,,1.937394822612318e-07,0.0010416666666836914,0.06249999999910525,4.2456371030059845,0.34164969583788213,0.3296360073176172,0.0005212373313593312,,,,-0.7
28.0,,0.06060223042658802,age_z,,7.143203847271608e-07,0.0010416666666697928,0.06249999999845673,4.2486971814717664,0.34164969583788213,0.3330324440305579,0.0013429471577021009,,,,-0.7
29.0,,0.07037519909221689,age_z,,2.274687946534381e-06,0.0010416666666609462,0.062499999998071896,4.255203264367816,0.3416496958378823,0.3359533594680856,0.002951915710902432,,,,-0.7
30.0,,0.07905206515372694,age_z,,6.243420159653772e-06,0.0010416666666499895,0.0624999999976196,4.265215296627349,0.34164969583788213,0.33883745915932423,0.005184555404031318,,,,-0.7
31.0,,0.08719901979443692,age_z,,1.4971689298555884e-05,0.0010416666666407852,0.062499999997230354,4.280179449620509,0.3416496958378821,0.3412564577398612,0.008169318294992126,,,,-0.7
32.0,,0.0952994943426427,age_z,,3.173063490777454e-05,0.0010416666666300612,0.062499999996715114,4.298806621017903,0.3416496958378822,0.34207317457133724,0.012127665390485773,,,,-0.7
33.0,,0.10380181025360209,age_z,,6.0234173591959356e-05,0.0010416666666184164,0.062499999996156776,4.322772268576002,0.3416496958378822,0.34083401092265747,0.01712652034693639,,,,-0.7
34.0,,0.11317793734368774,age_z,,0.00010410463969749276,0.0010416666666130674,0.06249999999593593,4.355132312654039,0.3416496958378821,0.3376901496445883,0.022908037368431108,,,,-0.7
35.0,,0.12386878155153629,age_z,,0.00016747435357639375,0.0010416666666123039,0.06249999999598367,4.860882029634496,0.4076965344127474,0.33198352738321835,0.02934824845254608,,,,-0.7
36.0,,0.13617778283602514,age_z,,0.0002521712157798003,0.0010416666666139083,0.062499999996162785,4.878531944695374,0.40769653441274717,0.3231048317324292,0.04151539261721175,,,,-0.7
37.0,,0.14673342273556447,age_z,,0.00036785437787813116,0.0010416666666171852,0.06249999999643629,4.902413077791929,0.4076965344127473,0.3221267210285336,0.05265304601742418,,,,-0.7
38.0,,0.15590806598328857,age_z,,0.0005198156962292895,0.0010416666666188926,0.06249999999662472,4.9308916850068885,0.4076965344127473,0.32002548337284825,0.06587863609308149,,,,-0.7
