arm,age_index,age_years,surviving_mass,explicit_birth_flow,exact_first_birth_flow,childless_share,mean_rooms,ownership
cap10s1,0,18.0,1.0000000000000002,0.26502560875412745,0.2650256087541273,0.7349743912458728,4.468463875447972,0.05710714188627095
cap10s1,1,22.0,0.9999999999999897,0.29636588641529216,0.2113535497048047,0.5236208415410734,5.178221680181642,0.1694432617687695
cap10s1,2,26.0,0.9999999999999871,0.31382395887330594,0.15360679654772003,0.3700140449933561,5.717792081047928,0.249704186296989
cap10s1,3,30.0,0.9999999999999891,0.308490867350556,0.09390948285218592,0.27610456214117324,6.170564560129699,0.3611430246964626
cap10s1,4,34.0,0.9999999999999958,0.28643680373984887,0.05089426758678106,0.2252102945543924,6.503785849689466,0.4403530489392231
cap10s1,5,38.0,0.9999999999999907,0.2412456668537052,0.027668279336881596,0.19754201521751058,6.758029974868603,0.518424323280185
cap10s1,6,42.0,0.9999999999999903,0.16102197476506225,0.018002055306374082,0.17953995991113572,6.92802667510846,0.5808969564916212
cap10s1,7,46.0,0.9999999999999889,0.0,0.0,0.17953995991113547,6.982292396416245,0.619954226247574
cap10s1,8,50.0,0.9999999999999837,0.0,0.0,0.17953995991113686,7.0247373191685,0.6498053012777943
cap10s1,9,54.0,0.9999999999999839,0.0,0.0,0.17953995991113492,7.062464718322045,0.6774965741872224
cap10s1,10,58.0,0.999999999999987,0.0,0.0,0.17953995991113222,7.091606998447131,0.706956930492894
cap10s1,11,62.0,0.9999999999999925,0.0,0.0,0.1795399599111294,7.12077120202452,0.7348127071227345
cap10s1,12,66.0,0.9999999999999908,0.0,0.0,0.1795399599111273,7.314526741913315,0.7588372860801472
cap10s1,13,70.0,0.9391263063709999,0.0,0.0,0.1795399599111282,7.335188527323309,0.7702991285690575
cap10s1,14,74.0,0.8625852907341057,0.0,0.0,0.17953995991113156,7.308114674816296,0.7927278823143595
cap10s1,15,78.0,0.7633467444960323,0.0,0.0,0.17953995991113164,7.236355050678073,0.8636334504541581
cap10s1,16,82.0,0.6336135272169436,0.0,0.0,0.17953995991112362,7.132682726024766,0.9212539484461124
