arm,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S6,-3,-2,41419,3715,14796,Wp3,.9318383345783593,.0808674952219892,4.548231511254019,3994,1970 1971 1978 1985 1986,0,pw=iw,98.40300000000001
