measurement,own_rate_2534,interpretation
production_whole_nodes,0.3300082163144071,unchanged model age_to_index aggregation
cells_start_at_node,0.28328427253504046,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.33031531323404234,diagnostic uniform density within each four-year cell
