measurement,own_rate_2534,interpretation
production_whole_nodes,0.360860808752118,unchanged model age_to_index aggregation
cells_start_at_node,0.31358333452086845,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3615336172433172,diagnostic uniform density within each four-year cell
