arm,design,assignment,observations,clusters,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,runtime_seconds
m2only_aligned,m2only,aligned,285155,30430,L4event,.5581123787482443,.1797753502135073,5.971654929577465,61128,1968 1969 1970 1971 1977 1978 2000 2002 2004 2006 2008 2010 2012 2014 2016 2018,0,1189.394
