measurement,own_rate_2534,interpretation
production_whole_nodes,0.26018622454483536,unchanged model age_to_index aggregation
cells_start_at_node,0.21490105489288144,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.259636972884466,diagnostic uniform density within each four-year cell
