measurement,own_rate_2534,interpretation
production_whole_nodes,0.2643460739673013,unchanged model age_to_index aggregation
cells_start_at_node,0.2262064551727533,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.2645502854015839,diagnostic uniform density within each four-year cell
