measurement,own_rate_2534,interpretation
production_whole_nodes,0.3457599395147248,unchanged model age_to_index aggregation
cells_start_at_node,0.2999974057195922,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.34614142850180696,diagnostic uniform density within each four-year cell
