age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.06332473273402194,0.14301436208633914,3.108946335077147,-0.22388128753986627,0.8537407950716993,0.06332473273402192
22.0,0.014337122049139225,0.41388438157340224,3.6134643225626673,-0.19907517581669892,0.7275154904801276,0.014337122049139223
26.0,0.04474122812786897,0.4761467918333369,4.141137408894559,-0.08674400182684758,0.6030654999569027,0.04474122812786898
30.0,0.06510271539527174,0.494853727566154,4.567650711253222,0.5265843920185832,0.48757172209243493,0.06510271539527174
34.0,0.07781168019051297,0.4997078654582222,4.853650912443737,1.110714306169894,0.3839888707240521,0.07781168019051297
38.0,0.08156435185026355,0.50233834153626,5.114842899856316,2.0788094834298643,0.29326027099662744,0.08156435185026396
42.0,0.08281187458056394,0.503229947930367,5.287067168240551,2.9801501082836057,0.22478817917133712,0.08281187458056487
46.0,0.0814798300737844,0.5034355966365959,5.378971791679888,3.809003807119442,0.19314450589514182,0.08147983007378445
50.0,0.07516298442006362,0.5034091723064865,5.457457086564162,4.55060560909961,0.17228471863460068,0.07516298442006603
54.0,0.0806601971838527,0.5033200706234124,5.533045856933705,5.243618125920343,0.16125826254259473,0.08066019718385634
58.0,0.07858640289692109,0.5032250816289148,5.6093630887119135,5.888647617705121,0.1564871634472273,0.07858640289692333
62.0,0.08646102535792877,0.5035047204194775,5.683714181734417,6.326264282421771,0.15496816985359088,0.08646102535793118
66.0,0.088069777956562,0.5025785073921584,5.784088008328983,6.735813613279539,0.15496816985358755,0.08806977795656346
70.0,0.07513856447793621,0.5028797440988125,5.873213664495453,5.589226135516695,0.1549681698535689,0.07513856447794112
74.0,0.06395276704173279,0.5030982865408239,5.920713977779237,4.361655282572906,0.15496816985360595,0.06395276704173451
78.0,0.050597579625351094,0.5031923057149615,5.958339230270662,3.043933772299053,0.1549681698536152,0.0505975796253574
82.0,0.032809831447052455,0.505065298793547,6.079531321622886,1.57493675456476,0.15496816985342024,0.03280983144705938
