measurement,own_rate_2534,interpretation
production_whole_nodes,0.3900570981133058,unchanged model age_to_index aggregation
cells_start_at_node,0.34238462233033,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.39052126465819204,diagnostic uniform density within each four-year cell
