moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.100417561627057,0.00041756162705697264,,
cps_childlessness,0.19827875100684264,0.17749077555854045,-0.020787975448302187,35532.3042455214,15.354927229172034
cps_exactly_one,0.21365532522014702,0.23447365362700648,0.02081832840685946,26952.820824310795,11.681427949973193
nchs_mean_age,25.976263860992496,26.41706886271375,0.44080500172125525,139.82806784479274,27.169858962282508
nchs_share30,0.2492780130410667,0.24911150321094613,-0.00016650983012056475,13866.065434728798,0.000384443923434435
wealth_earnings,6.92658379107299,5.231579134377307,-1.6950046566956836,7.595098472533724,21.82102768694701
bequest_wealth,0.007291023472616158,0.007035076191278826,-0.0002559472813373322,5165289.256198346,0.338372989793241
old_dispersion,3.51593508651872,3.7398287236062937,0.2238936370875737,10.616361531535473,0.5321808004748806
mean_rooms,5.607885960068579,6.468966594031851,0.8610806339632724,128.02070205233477,94.92221158867197
ownership_30_55,0.6762604168538028,0.38557601385868195,-0.2906844029951208,2339.3623724673616,197.67008993563738
first_birth_rooms,1.465,0.9308107724316868,-0.5341892275683133,137.5652749002964,39.2553697154193
family_rooms,0.38509964969278165,0.2657399426093905,-0.11935970708339116,280.52808370152104,3.996610580031421
recent_parent_ownership,0.12760836356692162,0.12756450049613852,-4.3863070783106695e-05,27055.822957508266,5.205456405867872e-05
