measurement,own_rate_2534,interpretation
production_whole_nodes,0.29676354596806453,unchanged model age_to_index aggregation
cells_start_at_node,0.2601478923627621,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.29645111295275517,diagnostic uniform density within each four-year cell
