arm,design,outcome,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
A2h_nbhd_c,A2h,nbhd_c,-3,-2,29029,27462,5488,2184,3304,14051,Wp3,-.0017256117466048,.0126178227340164,.0575311410050339,0,,0,pw=IW,114.681
