measurement,own_rate_2534,interpretation
production_whole_nodes,0.3289611495792833,unchanged model age_to_index aggregation
cells_start_at_node,0.28941367504769316,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3295624597162414,diagnostic uniform density within each four-year cell
