moment_key,model_key,label,estimate,standard_error,published_reference,gap_from_published,unit,definition,source_variable,weighting,age_min,age_max,n_persons,weighted_population,bootstrap_method,bootstrap_replicates,bootstrap_seed,source_url
tfr,tfr,Completed fertility,1.918424850350,0.026483780917,1.918000000000,0.000424850350,children_per_woman,Weighted mean children ever born among women ages 40-44; PTSF1 is capped at 5 in the public-use file.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
childless_rate,childless_rate,Childlessness,0.188179593021,0.007629200330,0.188000000000,0.000179593021,share,Weighted share of women ages 40-44 with PTSF1 equal to 0.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
parity_share_0,,Parity share: 0,0.188179593021,0.007629200330,,,share,Weighted share of women ages 40-44 with PTSF1 equal to 0.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
parity_share_1,,Parity share: 1,0.180459014488,0.007612157996,,,share,Weighted share of women ages 40-44 with PTSF1 equal to 1.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
parity_share_2,,Parity share: 2,0.334771848126,0.009461889811,,,share,Weighted share of women ages 40-44 with PTSF1 equal to 2.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
parity_share_3plus,,Parity share: 3+,0.296589544364,0.008932977261,,,share,Weighted share of women ages 40-44 with PTSF1 at least 3.,PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
capped_top_bin_mean,tfr_top_bin_weight,Capped top-bin mean,3.602359422009,0.027934498937,,,children_per_woman_in_3plus_bin,"Weighted mean PTSF1 among women with PTSF1 at least 3. Because public-use PTSF1 codes five or more births as 5, this is E[min(N,5) | N>=3], not an uncapped conditional mean.",PTSF1,PWSSWGT supplement final weight,40,44,3278,10946407.0005,person-level resampling with replacement,1000,20260724,https://www2.census.gov/programs-surveys/cps/datasets/2024/supp/jun24pub.csv
