measurement,own_rate_2534,interpretation
production_whole_nodes,0.35853458434139673,unchanged model age_to_index aggregation
cells_start_at_node,0.31183855525311754,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.35900508597287334,diagnostic uniform density within each four-year cell
