case_id,label,parameter,value,lower_bound,upper_bound,transform,is_free_parameter,status,near_bound
1,fixed_jump_0.600000_preserve_three,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,kappa_fert,2.23273003596061,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,theta0,0.5544418580619153,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,theta1,0.10635689183849888,0.02,16.0,log,True,estimated_free_transition_parameter,True
1,fixed_jump_0.600000_preserve_three,hbar_child_rooms,0.20385383477120347,0.1,1.8,log,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,first_birth_fixed_cost,4.544052672413152,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,psi_child_change_2023,-0.32688089718542696,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
1,fixed_jump_0.600000_preserve_three,psi_child_2007,0.2974034075910249,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
1,fixed_jump_0.600000_preserve_three,psi_child_2023,-0.02947748959440205,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
1,fixed_jump_0.600000_preserve_three,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
1,fixed_jump_0.600000_preserve_three,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,fixed_jump_0.750000_preserve_three,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,kappa_fert,2.23273003596061,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,theta0,0.5544418580619153,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,theta1,0.10635689183849888,0.02,16.0,log,True,estimated_free_transition_parameter,True
2,fixed_jump_0.750000_preserve_three,hbar_child_rooms,0.1538538347712035,0.1,1.8,log,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,first_birth_fixed_cost,4.544052672413152,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,psi_child_change_2023,-0.32688089718542696,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
2,fixed_jump_0.750000_preserve_three,psi_child_2007,0.3016492619891478,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
2,fixed_jump_0.750000_preserve_three,psi_child_2023,-0.025231635196279134,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
2,fixed_jump_0.750000_preserve_three,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
2,fixed_jump_0.750000_preserve_three,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
3,fixed_jump_0.900000_preserve_three,beta_annual,0.9957387588331625,0.94,0.9995,discount,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,kappa_fert,2.23273003596061,0.02,50.0,log,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,kappa_fert_continuation,1.7364706586958831,0.02,50.0,log,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,chi,1.0434717373613915,0.1,5.0,log,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,H0,14.562959141565095,0.2,80.0,log,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,theta0,0.5544418580619153,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,theta1,0.10635689183849888,0.02,16.0,log,True,estimated_free_transition_parameter,True
3,fixed_jump_0.900000_preserve_three,hbar_child_rooms,0.1038538347712035,0.1,1.8,log,True,estimated_free_transition_parameter,True
3,fixed_jump_0.900000_preserve_three,first_birth_fixed_cost,4.544052672413152,0.0,8.0,softzero,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,psi_child_change_2023,-0.32688089718542696,-1.5,0.2,asinh,True,estimated_free_transition_parameter,False
3,fixed_jump_0.900000_preserve_three,psi_child_2007,0.30597433346390157,nan,nan,derived,False,externally_normalized_to_old_completed_fertility,False
3,fixed_jump_0.900000_preserve_three,psi_child_2023,-0.020906563721525384,nan,nan,derived,False,derived_from_old_intercept_and_transition_coordinate,False
3,fixed_jump_0.900000_preserve_three,tenure_choice_kappa,0.005,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
3,fixed_jump_0.900000_preserve_three,housing_supply_elasticity,0.63,nan,nan,external_profile,False,externally_fixed_profile_not_estimated,False
