measurement,own_rate_2534,interpretation
production_whole_nodes,0.3608890763083857,unchanged model age_to_index aggregation
cells_start_at_node,0.31357992614822144,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.3615610201388164,diagnostic uniform density within each four-year cell
