scenario,period,years_from_start,parity_state,child_state,child_state_label,household_mass,household_share,child_units
task_001,0,0.0,0,0,no_children_at_home,0.2905507681053398,0.2905507681053398,0.0
task_001,0,0.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,1,0,no_children_at_home,0.05559550015846798,0.05559550015846798,0.0
task_001,0,0.0,1,1,active_child_stage_1,0.07807521899584519,0.07807521899584519,0.07807521899584519
task_001,0,0.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,2,0,no_children_at_home,0.10300627153123597,0.10300627153123597,0.0
task_001,0,0.0,2,1,active_child_stage_1,0.09131485930176582,0.09131485930176582,0.09131485930176582
task_001,0,0.0,2,2,active_child_stage_2,0.05488851648855976,0.05488851648855976,0.10977703297711952
task_001,0,0.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,0,0.0,3,0,no_children_at_home,0.1362979993088826,0.1362979993088826,0.0
task_001,0,0.0,3,1,active_child_stage_1,0.1098564882826607,0.1098564882826607,0.1098564882826607
task_001,0,0.0,3,2,active_child_stage_2,0.06227459401359871,0.06227459401359871,0.12454918802719742
task_001,0,0.0,3,3,active_child_stage_3,0.018139783813643628,0.018139783813643628,0.05441935144093088
task_001,1,4.0,0,0,no_children_at_home,0.3084110578112993,0.2995418707456012,0.0
task_001,1,4.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,1,0,no_children_at_home,0.06014799517299506,0.05841827826659802,0.0
task_001,1,4.0,1,1,active_child_stage_1,0.06605072540118286,0.0641512596571025,0.06605072540118286
task_001,1,4.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,2,0,no_children_at_home,0.11182886209695797,0.10861292326415216,0.0
task_001,1,4.0,2,1,active_child_stage_1,0.09197886568485364,0.08933376673269862,0.09197886568485364
task_001,1,4.0,2,2,active_child_stage_2,0.051428472769838876,0.04994950911420386,0.10285694553967775
task_001,1,4.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,1,4.0,3,0,no_children_at_home,0.14940547164321605,0.1451089166297661,0.0
task_001,1,4.0,3,1,active_child_stage_1,0.11412425489442475,0.11084230588593176,0.11412425489442475
task_001,1,4.0,3,2,active_child_stage_2,0.05970672258546369,0.05798969565572817,0.11941344517092738
task_001,1,4.0,3,3,active_child_stage_3,0.016526744919897196,0.016051474048217464,0.04958023475969159
task_001,2,8.0,0,0,no_children_at_home,0.3427299147475783,0.32095146038687783,0.0
task_001,2,8.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,1,0,no_children_at_home,0.06457093415681352,0.060467834071144984,0.0
task_001,2,8.0,1,1,active_child_stage_1,0.0547751744784276,0.051294536850526255,0.0547751744784276
task_001,2,8.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,2,0,no_children_at_home,0.12099547551832385,0.11330693031687032,0.0
task_001,2,8.0,2,1,active_child_stage_1,0.09227994330359522,0.08641609994715656,0.09227994330359522
task_001,2,8.0,2,2,active_child_stage_2,0.04469096465583034,0.04185111878241273,0.08938192931166068
task_001,2,8.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,2,8.0,3,0,no_children_at_home,0.16190039456237262,0.15161258424224666,0.0
task_001,2,8.0,3,1,active_child_stage_1,0.11563146665130802,0.10828377241521811,0.11563146665130802
task_001,2,8.0,3,2,active_child_stage_2,0.055740518364878366,0.05219853885560395,0.11148103672975673
task_001,2,8.0,3,3,active_child_stage_3,0.014541126521817643,0.013617124131942177,0.043623379565452924
task_001,3,12.0,0,0,no_children_at_home,0.3904639506071737,0.35452144675151115,0.0
task_001,3,12.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,1,0,no_children_at_home,0.06761167213888707,0.061387966255768096,0.0
task_001,3,12.0,1,1,active_child_stage_1,0.044592838672412406,0.04048803393070503,0.044592838672412406
task_001,3,12.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,2,0,no_children_at_home,0.12897836838721294,0.11710581140507473,0.0
task_001,3,12.0,2,1,active_child_stage_1,0.08870894473367173,0.08054321884997942,0.08870894473367173
task_001,3,12.0,2,2,active_child_stage_2,0.03555051697808733,0.032278064830920467,0.07110103395617466
task_001,3,12.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,3,12.0,3,0,no_children_at_home,0.1720982799890298,0.15625650232315336,0.0
task_001,3,12.0,3,1,active_child_stage_1,0.11255997746713857,0.1021987458660782,0.11255997746713857
task_001,3,12.0,3,2,active_child_stage_2,0.049186985290924225,0.04465928585614065,0.09837397058184845
task_001,3,12.0,3,3,active_child_stage_3,0.011631623750314627,0.010560923930668795,0.034894871250943885
task_001,4,16.0,0,0,no_children_at_home,0.45151038235541957,0.399832909866906,0.0
task_001,4,16.0,0,1,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,0,2,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,0,3,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,1,0,no_children_at_home,0.0686559190679127,0.06079792840489227,0.0
task_001,4,16.0,1,1,active_child_stage_1,0.03615469672625722,0.03201662278949677,0.03615469672625722
task_001,4,16.0,1,2,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,1,3,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,2,0,no_children_at_home,0.13293339250698774,0.1177185447370488,0.0
task_001,4,16.0,2,1,active_child_stage_1,0.08227430272333923,0.0728576244327609,0.08227430272333923
task_001,4,16.0,2,2,active_child_stage_2,0.026593992465301333,0.02355018579397762,0.053187984930602665
task_001,4,16.0,2,3,no_children_at_home,0.0,0.0,0.0
task_001,4,16.0,3,0,no_children_at_home,0.17459258784758605,0.15460965056024437,0.0
task_001,4,16.0,3,1,active_child_stage_1,0.10610662752285968,0.09396222832641955,0.10610662752285968
task_001,4,16.0,3,2,active_child_stage_2,0.04179571386470911,0.03701199916447645,0.08359142772941822
task_001,4,16.0,3,3,active_child_stage_3,0.00863005616738939,0.0076423059237781,0.025890168502168166
