candidate,period,calendar_year,moment,model,role,target,weight,gap,loss_contribution
task_001,0,2007.0,tfr,2.100282029865096,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,childless_rate,0.25337351217653975,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,mean_age_first_birth,25.351897080229037,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,share_first_births_age30plus,0.18520782582409995,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,housing_increment_0to1,0.30262638494610616,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.24912059277346366,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,own_family_gap,0.012957135222463667,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,own_rate,0.49593487685055004,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,aggregate_mean_occupied_rooms_18_85,5.651401420367308,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,aggregate_wealth_to_annual_gross_labor_earnings,6.097086833728772,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,annual_bequest_flow_to_aggregate_wealth,0.007656326699567124,untargeted_transition_diagnostic,,,,
task_001,0,2007.0,old_total_wealth_to_annual_income_p90_p50_7684,3.052585451358458,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,tfr,2.0797333521987897,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,childless_rate,0.2564086951788254,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,mean_age_first_birth,25.275779454000727,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,share_first_births_age30plus,0.18188201587793543,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,housing_increment_0to1,0.3087866980067311,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.24790134628526506,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,own_family_gap,0.013112611446244704,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,own_rate,0.4959147850522203,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,aggregate_mean_occupied_rooms_18_85,5.61915345229095,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,aggregate_wealth_to_annual_gross_labor_earnings,6.481518069287527,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,annual_bequest_flow_to_aggregate_wealth,0.00765541404457218,untargeted_transition_diagnostic,,,,
task_001,1,2011.0,old_total_wealth_to_annual_income_p90_p50_7684,3.0407826860389755,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,tfr,2.0218932232580777,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,childless_rate,0.26459976124484036,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,mean_age_first_birth,25.099557961288642,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,share_first_births_age30plus,0.17276961951934627,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,housing_increment_0to1,0.30944263198001654,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.24060041597111326,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,own_family_gap,0.01319263978983104,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,own_rate,0.495744003546422,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,aggregate_mean_occupied_rooms_18_85,5.548223675238422,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,aggregate_wealth_to_annual_gross_labor_earnings,6.858745983643483,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,annual_bequest_flow_to_aggregate_wealth,0.007870972055500153,untargeted_transition_diagnostic,,,,
task_001,2,2015.0,old_total_wealth_to_annual_income_p90_p50_7684,2.952860379090113,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,tfr,1.9107382218642908,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,childless_rate,0.28471734754110894,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,mean_age_first_birth,24.757504793341603,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,share_first_births_age30plus,0.14950346241486565,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,housing_increment_0to1,0.3204104783998103,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.2559280214803987,untargeted_transition_diagnostic,,,,
task_001,3,2019.0,own_family_gap,0.012930523391306348,untargeted_transition_diagnostic,,,,
