cell,form,psi_child,kappa_fert,gamma_e,CF,childless,joint_distance,own_family_gap,share_3plus,pp12_flow,pp23_flow,mean_age_first_birth,market_residual
126,linear_g05,1.0,15.9109,0.5,1.6714338234065735,0.0659461720563309,0.4380159182157199,0.08467442160331262,0.18193173780911046,0.5167534755584589,0.37692344955346896,24.92680534984385,1.7541246455457303e-05
127,linear_g05,1.5,0.5,0.5,2.572906138952459,1.9512899552121843e-05,1.1163823233506738,0.1894130184316561,0.5750300817848396,0.767898521576395,0.7488506448426298,18.965299705837126,2.923450161711523e-06
128,linear_g05,1.5,1.0,0.5,2.482752542630287,0.00028033805350057857,1.0837199211302417,0.17399632985055802,0.5233270647693092,0.7505854084944443,0.6974207189882397,20.02067684249327,1.4400911273541643e-05
129,linear_g05,1.5,1.8,0.5,2.3252345658808844,0.0023829512594286603,1.0198909636391233,0.14561636656401805,0.4401503397468574,0.7131063386333806,0.6187039399434238,21.20202019540071,1.4988980914763603e-05
130,linear_g05,1.5,3.0,0.5,2.1451022583656902,0.00959640576281982,0.9145360648843598,0.12046633456257322,0.35505424250688483,0.663994686815923,0.5399056768083017,22.35005656836378,1.3744260788640035e-05
131,linear_g05,1.5,6.0,0.5,1.9167577124539537,0.029162252586283126,0.713825396977902,0.09729310267088692,0.2628495737504431,0.5952905759915164,0.4548116875163842,23.6570580762639,4.82926269529637e-07
132,linear_g05,1.5,10.0,0.5,1.7958181115563423,0.04509647230052216,0.5818482808988683,0.09128306939531389,0.22072270689637835,0.5570225458462895,0.4149681287276063,24.29634039071037,2.0472443378182045e-05
133,linear_g05,1.5,15.9109,0.5,1.7208320573180729,0.05711084173178603,0.49528837084480676,0.08657606402019768,0.19679932846593542,0.5328556754657906,0.3916998224016878,24.677459295120606,2.1171614235375976e-05
134,linear_g05,2.0,0.5,0.5,2.5885812973516047,5.155766379934851e-06,1.1221829923479905,0.18297396694261048,0.5846348203922174,0.7701016736933802,0.7591696702160031,18.59402848990406,6.0783954601855954e-05
135,linear_g05,2.0,1.0,0.5,2.5362188826359384,7.96008661357121e-05,1.1030466100917298,0.1716891146349807,0.5534080668765674,0.7615878117132905,0.7267082183794761,19.465926144533395,1.5043891104140602e-05
136,linear_g05,2.0,1.8,0.5,2.419514124014511,0.0007816919508489954,1.060071975694846,0.1556290627157822,0.4889385619478733,0.7363574334623272,0.6645156771828136,20.513262420167,1.1878222009315725e-05
137,linear_g05,2.0,3.0,0.5,2.2588322229290907,0.004322918357748507,0.9861182035305462,0.1324446018652944,0.4074443642033873,0.6957406617138536,0.5881693883961016,21.625842809667283,1.2978806746368426e-05
138,linear_g05,2.0,6.0,0.5,2.0129573939929823,0.019346336871633812,0.8072286564388699,0.10402605989239827,0.29958755895623407,0.6249720688939113,0.48881836114342214,23.115219448843256,1.7502930827082994e-05
139,linear_g05,2.0,10.0,0.5,1.8650126874804762,0.03549113777259023,0.6588368070724021,0.09233838375209269,0.24426512455230437,0.5790850369621795,0.43733365230532084,23.92900899057187,1.0802757123090404e-06
140,linear_g05,2.0,15.9109,0.5,1.768275667606402,0.049327856098472865,0.5501737904094269,0.08889229695994033,0.21173778157543258,0.5482127907879499,0.4062734344335308,24.433903503500076,2.174810321537898e-05
141,linear_g05,2.7233,0.5,0.5,2.595589378497455,1.252452816142008e-06,1.1247928224084933,0.16809374959903872,0.5890228430528913,0.7709596176420639,0.7640135348851362,18.334765782339684,1.269321835787086e-05
142,linear_g05,2.7233,1.0,0.5,2.570480642054958,2.0885741144930256e-05,1.1155057195443274,0.16374758498182235,0.5735065992362706,0.7676083218436999,0.7471500278429741,18.975609871755548,3.850631624628854e-06
143,linear_g05,2.7233,1.8,0.5,2.495151756867889,0.00021456581375346308,1.0882675165542044,0.160632419207404,0.5301265411363235,0.7533508071512732,0.7038424942780189,19.872348043795892,1.6102696547983015e-05
144,linear_g05,2.7233,3.0,0.5,2.368329233953334,0.0014986987896666495,1.0392467826560565,0.14309117369589885,0.46202352408282943,0.7240801772928568,0.6390411055258337,20.87437042978427,1.1661456014325197e-05
145,linear_g05,2.7233,6.0,0.5,2.127725607890512,0.010655766284034732,0.9018099075864908,0.1136572843452282,0.34735867710814616,0.659102468916687,0.5326939769606722,22.435421154926704,1.4987882875881797e-05
146,linear_g05,2.7233,10.0,0.5,1.955603647794399,0.024926893672643786,0.752784732781436,0.09805670449556331,0.2773022096609648,0.6074492716833754,0.46817275419673554,23.431618592333443,1.9435383118060896e-05
147,linear_g05,2.7233,15.9109,0.5,1.83326870377778,0.03974652655033746,0.623813651265856,0.08931974908004908,0.23327357584682226,0.569049984373247,0.4269030369559622,24.09312269658235,4.6596313173005494e-07
