arm,codes_cleaned,entry_rule_applied,baseline_lo,baseline_hi,observations,clusters,never_treated_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
S2c,1,0,-3,-2,118928,11816,22693,Wp3,.8928321431886437,.0558489469274539,4.646766169154229,15330,1968 1969 1970 1971 1978,0,none,154.994
