moment,target,model,gap,weight,loss_contribution
tfr,1.918,1.981051214697486,0.06305121469748598,20.0,0.07950911349656944
childless_rate,0.188,0.2292162291402862,0.04121622914028619,20.0,0.033975550890891534
own_rate,0.57547241,0.5888894354362075,0.013417025436207486,100.0,0.018001657155583866
own_family_gap,0.16766167,0.042499956267355476,-0.12516171373264454,45.0,0.7049454563021607
housing_increment_0to1,0.66443467,0.6109060861362918,-0.05352858386370818,14.0,0.040114330066356556
prime30_55_childless_renter_mean_rooms,3.8052881,4.2890220495801605,0.4837339495801607,6.0,1.4039912038585287
prime30_55_childless_owner_share_rooms_ge6,0.59613112,0.6766138227243199,0.0804827027243199,25.0,0.16193663594528124
young_childless_renter_liquid_wealth_to_annual_gross_income_2535,0.17922556,1.0769082901134128,0.8976827301134128,12.0,9.670011407326445
prime30_55_childless_owner_minus_renter_mean_rooms,2.41876173,2.1511865208556475,-0.2675752091443524,12.0,0.8591579105837273
own_rate_2534,0.34116609,0.40423023090039834,0.06306414090039836,80.0,0.3181668694004237
prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.5358035795078306,0.16810402069783065,8.0,0.2260716941982134
old_total_estate_wealth_to_annual_income_median_7684,6.50131577436537,7.141898424832107,0.6405826504667367,18.585767349158665,7.626597743447229
old_nonhousing_ge_1x_income_share_6575,0.608333139649131,0.6050828253507263,-0.0032503142984047217,9435.18732291246,0.09967844254840853
old_age_own_rate,0.76426097,0.7416600148864619,-0.0226009551135381,160.0,0.08172850752706626
aggregate_mean_occupied_rooms_18_85,5.779970481941968,5.743226061803137,-0.03674442013883095,6.0,0.008100914468033552
