candidate,theta,new_psi_child,transition_loss,terminal_tfr,terminal_childless_rate,terminal_mean_age_first_birth,terminal_share_first_births_age30plus,terminal_first_birth_housing_response,terminal_synthetic_childless_consistency_gap,terminal_population_index,census_household_population_target_index,population_target_gap,terminal_housing_cost_index,policy_case,post_2023_periods,endpoint_year,endpoint_population_index,endpoint_housing_cost_index,endpoint_owner_rate,endpoint_dependent_child_owner_rate,endpoint_topcode_adjusted_births,model_solve_count,elapsed_seconds,max_market_residual,max_mass_residual
task_001,"{'H0': 14.535717947625159, 'alpha_cons': 0.733, 'beta': 0.9830267295051328, 'chi': 1.0447481691265725, 'delta_alpha': 0.0, 'delta_alpha_jump': 0.0, 'hbar_child_rooms': 0.23289841116220328, 'kappa_fert': 2.238195772180536, 'kappa_fert_continuation': 1.7322301491336538, 'psi_child': 0.0, 'tenure_choice_kappa': 0.005, 'theta0': 0.5557589336583452, 'theta1': 0.10613495044093449, 'theta_n': 0.0, 'first_birth_fixed_cost': 4.540285143086607, 'hbar_first_child_jump': 0.6006848485093815}",-0.026463725533697857,20.35896019531421,1.9234124997467128,0.1891925882311697,26.36136630405539,0.24386510289033494,0.513865000956419,0.0,1.129247671247762,1.1292476712477624,-4.440892098500626e-16,1.1370504943683004,none,0,2023,1.129247671247762,1.1370504943683004,0.6395949064074324,0.6053872380980655,0.09668755996225116,49,236.7379378322512,3.93086521497599e-05,1.1102230246251565e-15
