measurement,own_rate_2534,interpretation
production_whole_nodes,0.31482355560733705,unchanged model age_to_index aggregation
cells_start_at_node,0.2738264469938345,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.31420493256458293,diagnostic uniform density within each four-year cell
