moment,target,model,gap,weight,loss_contribution
initial_normalization,2.1,2.100000763259138,7.632591381145915e-07,,
cps_childlessness,0.19827875100684264,0.1660889476660603,-0.032189803340782336,35532.3042455214,36.817985212920064
cps_exactly_one,0.21365532522014702,0.23481517410703967,0.02115984888689265,26952.820824310795,12.067834566123885
nchs_mean_age,25.976263860992496,25.42612043776867,-0.550143423223826,139.82806784479274,42.32005345084291
nchs_share30,0.2492780130410667,0.19384980052170314,-0.05542821251936356,13866.065434728798,42.600529013959765
wealth_earnings,6.92658379107299,7.640553618345438,0.7139698272724475,7.595098472533724,3.8716235804311716
bequest_wealth,0.007291023472616158,0.00738938489415336,9.836142153720178e-05,5165289.256198346,0.049974014704644104
old_dispersion,3.51593508651872,2.762689728594712,-0.7532453579240079,10.616361531535473,6.023496016234183
mean_rooms,5.607885960068579,5.980380572124931,0.3724946120563519,128.02070205233477,17.763158665461017
ownership_30_55,0.6762604168538028,0.7877148793867772,0.11145446253297442,2339.3623724673616,29.059786820123588
first_birth_rooms,1.465,1.5518864886527357,0.08688648865273563,137.5652749002964,1.0385162899987819
family_rooms,0.38509964969278165,0.6222923652850794,0.2371927155922977,280.52808370152104,15.782617804419624
recent_parent_ownership,0.12760836356692162,0.03596047934458935,-0.09164788422233228,27055.822957508266,227.2509121286856
