coefficient,estimate,standard_error
Wleft,.0223527959942863,.025678229
Wm2,.0283515443558651,.027373841
Wm1,.0254437745808628,.021974707
Wp1,.054130903294407,.017024618
Wp2,.1404712652404869,.021135192
Wp3,.1334505474458456,.02309243
Wp4,.1077866489771021,.026334124
Wp5,.1097905519111721,.029051645
Wp6,.1114709983535854,.030843066
Wright,.0994396310769296,.03085771
