candidate,moment,target,model,gap,weight,loss_contribution,standardized_gap
task_022,tfr,1.918,1.9197908559203918,0.001790855920391854,1425.7389910084596,0.004572580087877785,0.06762085542107393
task_022,childless_rate,0.188,0.1902103800919365,0.002210380091936498,17180.743822072007,0.08394133714236084,0.2897263142042173
task_022,mean_age_first_birth,26.0446272574833,26.247562235592724,0.2029349781094254,44.44444444444444,1.830338015123243,1.352899854062836
task_022,share_first_births_age30plus,0.260327401666964,0.23683169809668303,-0.023495703570280968,10000.0,5.5204808626251385,-2.349570357028097
task_022,housing_increment_0to1,0.7202462623815278,0.46560504538455927,-0.2546412169969685,137.5652749002964,8.920028106470044,-2.986641609981024
task_022,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.37940459572826857,0.011705036918268574,2958.514988007638,0.4053398938451732,0.6366630928875752
task_022,own_family_gap,0.16766167,0.1697512881062352,0.002089618106235175,14229.590955975675,0.06213356340726184,0.24926604944769723
task_022,own_rate,0.575472,0.5466209381184769,-0.028851061881523088,1207.8460856134493,1.0053914803657065,-1.002692116437397
task_022,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.328446276316608,0.5484757943746406,11.973159013172177,3.6018339056076685,1.897849811130393
task_022,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,7.030876700813934,0.15777670081393413,6.287669427540395,0.1565220191651288,0.39562863794868136
task_022,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008484514203333056,-0.000315485796666945,5165289.256198346,0.5141078920381039,-0.7170131742430567
task_022,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,3.3037570213009384,-0.14435373314458166,56.95977216091135,1.1869277478263918,-1.0894621369402389
