age_node,mass,owner_rate,mean_rooms,mean_liquid_wealth,childless_rate,pre_fertility_mass
18.0,0.06173345618085489,0.056824465641002804,4.47823402849467,-0.15443503846400874,0.734926489760473,0.06173345618085492
22.0,0.06173345618084753,0.16939510876121985,5.182115601258051,-0.4843456034132156,0.5236116325234734,0.061733456180854886
26.0,0.0617334561808348,0.24965855994694308,5.724077581141311,-0.7637733360087874,0.3700116445824294,0.06173345618084753
30.0,0.06173345618082266,0.36106183208039977,6.173156818491063,-0.790260179041924,0.2761041635351319,0.061733456180834784
34.0,0.06173345618080631,0.44022567024788783,6.505769390316477,-0.7709368705005977,0.22521021772253053,0.061733456180822655
38.0,0.06173345618078896,0.5182395909393563,6.7586627310848195,-0.37017873565568044,0.19754200018606813,0.06173345618080429
42.0,0.06173345618077596,0.580672541267419,6.92835570338745,0.049538769933396495,0.17953995818431187,0.06173345618078895
46.0,0.06173345618076057,0.619717364051519,6.9825301582994665,0.5406140399888064,0.17953996115771298,0.061733456180774963
50.0,0.06173345618074268,0.6495705105678651,7.024999728374978,1.0175538581573098,0.17953996115771123,0.06173345618075953
54.0,0.06173345618072697,0.6772904334116182,7.062767384130217,1.4847913526821068,0.1795399611576914,0.061733456180741636
58.0,0.061733456180700946,0.7067992607999941,7.091917161651557,1.9223469233670667,0.17953996115767562,0.06173345618072389
62.0,0.06173345618067929,0.7347187739437524,7.121014638247256,2.1721026302334283,0.17953996115764767,0.06173345618069994
66.0,0.06173345618065132,0.7587694251165558,7.314752423032675,2.4193539205314134,0.17953996115761955,0.06173345618067827
70.0,0.05797551268242698,0.7700442255781833,7.335969038717534,1.332822219927657,0.17953996115762927,0.057975512682445954
74.0,0.053250371247563696,0.7924453338803119,7.309046803913761,0.15272634470640253,0.17953996115759452,0.053250371247580926
78.0,0.04712403280193554,0.8634306162564038,7.237139256199112,-1.1946316092431157,0.1795399611575524,0.04712403280194536
82.0,0.03911515291784242,0.9211856152232596,7.133041588745491,-2.5088048688176254,0.1795399611574539,0.039115152917863646
