case,annual_property_tax_rate,purchase_grant,tfr,childless_rate,price,population_scale,retention_rate,outside_inflow,mature_cityborn_flow,outside_origin_entrant_share,population_identity_residual,normalized_births,total_births,lump_sum_transfer_period_units,scaled_property_tax_revenue,scaled_grant_outlays,scaled_transfer_outlays,scaled_fiscal_residual,market_residual,joint_model_evaluations,tfr_change_percent,price_change_percent,population_change_percent,total_births_change_percent
rebated_tax1_baseline,0.01,False,1.982599081715538,0.10707357283178165,0.8716488186271888,1.0,0.9698443680221587,0.010432954094546545,0.05289560240559147,0.169,0.0,0.11190588263736703,0.11190588263736703,0.21685791015625,0.21687250525179588,0.0,0.2168579101562493,1.4595095546576786e-05,1.7744089799821392e-05,0,0.0,0.0,0.0,0.0
rebated_tax2,0.02,False,1.9866088970727223,0.10655860971944164,0.7172837261980421,1.008971300122653,0.9698443680221587,0.010432954094546545,0.05299125171107496,0.16749733117230983,0.0,0.11210529444265543,0.11311102468443889,0.36719373120148,0.3704860696501527,0.0,0.3704879363672452,-1.866717092561203e-06,-2.8363140710075646e-06,5,0.202250439544982,-17.709551040551553,0.8971300122653014,1.0769246608573146
rebated_tax2_grant0p4_Hge6,0.02,True,1.992288594137004,0.10545317568527296,0.7216339332112722,1.0223139261998597,0.9698443680221587,0.010432954094546545,0.05313040179532451,0.16531125681541478,1.3877787807814457e-17,0.11239901161769461,0.11490707486786902,0.32334632458104623,0.37670005837506604,0.046134389744372145,0.3305614506047434,4.2180259504462775e-06,2.665503503283964e-06,5,0.4887277771298937,-17.210473095366996,2.2313926199859724,2.681889602021559
