case,moment,target,model,gap,weight,loss_contribution
rebated_tax1_baseline,tfr,1.918,1.982599081715538,0.06459908171553796,1425.7389910084596,5.949667775891176
rebated_tax1_baseline,childless_rate,0.188,0.10707357283178165,-0.08092642716821835,17180.743822072007,112.51817938735361
rebated_tax1_baseline,mean_age_first_birth,25.310560799362,25.67737779096984,0.36681699160783765,16.0,2.152875285315591
rebated_tax1_baseline,share_first_births_age30plus,0.270062376851342,0.3340603647406575,0.06399798788931549,15625.0,63.995975841890186
rebated_tax1_baseline,housing_increment_0to1,0.664435,0.7257761904894567,0.06134119048945674,906.0558911497827,3.4092542394586105
rebated_tax1_baseline,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.263101751136527,-0.10459780767347299,2958.514988007638,32.36822898274721
rebated_tax1_baseline,own_family_gap,0.16766167,0.17599302530701344,0.008331355307013427,14229.590955975675,0.9876969858600767
rebated_tax1_baseline,own_rate,0.575472,0.6414319051539992,0.06595990515399919,1207.8460856134493,5.254986941492551
rebated_tax1_baseline,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.220180094816222,0.44020961287425386,11.973159013172177,2.3202126719031826
rebated_tax1_baseline,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.882266209676896,-0.9908337903231041,6.287669427540395,6.172929521048409
rebated_tax1_baseline,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008967403907181015,0.00016740390718101433,5165289.256198346,0.144752418075773
rebated_tax1_baseline,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,2.037357974993815,-1.410752779451705,56.95977216091135,113.36267168277455
rebated_tax2,tfr,1.918,1.9866088970727223,0.06860889707272233,1425.7389910084596,6.711211143742967
rebated_tax2,childless_rate,0.188,0.10655860971944164,-0.08144139028055836,17180.743822072007,113.95472042195807
rebated_tax2,mean_age_first_birth,25.310560799362,25.66373235016798,0.3531715508059783,16.0,1.9956823087791953
rebated_tax2,share_first_births_age30plus,0.270062376851342,0.33326309410967025,0.06320071725832827,15625.0,62.41141659323675
rebated_tax2,housing_increment_0to1,0.664435,0.6497393526869369,-0.014695647313063054,906.0558911497827,0.19567368762192439
rebated_tax2,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.2500075965479187,-0.11769196226208128,2958.514988007638,40.979568531940615
rebated_tax2,own_family_gap,0.16766167,0.10582659197248212,-0.06183507802751789,14229.590955975675,54.40793491527096
rebated_tax2,own_rate,0.575472,0.7083689672960958,0.1328969672960958,1207.8460856134493,21.33249915619915
rebated_tax2,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.3989999297185305,0.6190294477765628,11.973159013172177,4.588084088673124
rebated_tax2,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,5.922444799394666,-0.9506552006053344,6.287669427540395,5.682451758723818
rebated_tax2,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008909797361050659,0.00010979736105065814,5165289.256198346,0.062269940566573236
rebated_tax2,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,1.9683266246435145,-1.4797841298020056,56.95977216091135,124.7282916803918
rebated_tax2_grant0p4_Hge6,tfr,1.918,1.992288594137004,0.07428859413700417,1425.7389910084596,7.868361526909118
rebated_tax2_grant0p4_Hge6,childless_rate,0.188,0.10545317568527296,-0.08254682431472704,17180.743822072007,117.06921393977599
rebated_tax2_grant0p4_Hge6,mean_age_first_birth,25.310560799362,25.647194978521373,0.3366341791593719,16.0,1.8131611292528653
rebated_tax2_grant0p4_Hge6,share_first_births_age30plus,0.270062376851342,0.33228705449797885,0.06222467764663686,15625.0,60.49860169106045
rebated_tax2_grant0p4_Hge6,housing_increment_0to1,0.664435,0.938616428056571,0.274181428056571,906.0558911497827,68.11316431761622
rebated_tax2_grant0p4_Hge6,prime30_55_parent_3plus_minus_1to2_mean_rooms,0.36769955881,0.3444830096577123,-0.023216549152287713,2958.514988007638,1.5946637038666764
rebated_tax2_grant0p4_Hge6,own_family_gap,0.16766167,0.32229994526836814,0.15463827526836812,14229.590955975675,340.27215414440235
rebated_tax2_grant0p4_Hge6,own_rate,0.575472,0.6319773256549528,0.05650532565495281,1207.8460856134493,3.8564735816353424
rebated_tax2_grant0p4_Hge6,aggregate_mean_occupied_rooms_18_85,5.779970481941968,6.382700656994393,0.6027301750524252,11.973159013172177,4.34965307498672
rebated_tax2_grant0p4_Hge6,aggregate_wealth_to_annual_gross_labor_earnings,6.8731,6.15990602459579,-0.7131939754042103,6.287669427540395,3.1981956812819434
rebated_tax2_grant0p4_Hge6,annual_bequest_flow_to_aggregate_wealth,0.0088,0.008687460112580023,-0.00011253988741997782,5165289.256198346,0.06541955713068842
rebated_tax2_grant0p4_Hge6,old_total_wealth_to_annual_income_p90_p50_7684,3.44811075444552,1.9491542809113722,-1.4989564735341478,56.95977216091135,127.98123229903472
