age,income_state,liquid_wealth,valid_state,expected_physical_rooms_after_current_choices,expected_family_size,family_size_probability_sum,family_size_n0_children,family_size_n0_probability,family_size_n0_tenure_choice,family_size_n0_rooms,family_size_n1_children,family_size_n1_probability,family_size_n1_tenure_choice,family_size_n1_rooms,family_size_n2_children,family_size_n2_probability,family_size_n2_tenure_choice,family_size_n2_rooms
42.0,0.6134533968572546,-3.3255813953488373,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-3.1860465116279073,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-3.046511627906977,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.9069767441860463,0,nan,nan,0.0,0.0,0.0,0,0.727644518260855,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.7674418604651163,0,nan,nan,0.0,0.0,0.0,0,0.8557466565511365,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.6279069767441863,0,nan,nan,0.0,0.0,0.0,0,0.9838487948414196,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.488372093023256,1,0.4015418909982497,0.0,1.0,0.0,1.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.3488372093023258,1,0.6640968534878722,0.0,1.0,0.0,1.0,0,0.6640968534878722,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.2093023255813953,1,0.9871829132992136,0.0,1.0,0.0,1.0,0,0.9871829132992136,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-2.0697674418604652,1,1.0272645028975464,0.0,1.0,0.0,1.0,0,1.0272645028975464,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.9302325581395348,1,1.3008946293741976,0.0,1.0,0.0,1.0,0,1.3008946293741976,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.7906976744186047,1,1.553906585612757,0.0,1.0,0.0,1.0,0,1.553906585612757,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.6511627906976747,1,1.592445352796317,0.0,1.0,0.0,1.0,0,1.592445352796317,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.5116279069767442,1,1.7940053841605696,0.0,1.0,0.0,1.0,0,1.7940053841605696,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.3720930232558142,1,2.021970615000985,0.0,1.0,0.0,1.0,0,2.021970615000985,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.2325581395348837,1,2.1568777313069796,0.0,1.0,0.0,1.0,0,2.1568777313069796,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-1.0930232558139537,1,2.212503740294174,0.0,1.0,0.0,1.0,0,2.212503740294174,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.9534883720930232,1,2.3784719532962213,0.0,1.0,0.0,1.0,0,2.3784719532962213,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.8139534883720927,1,2.54171904454192,0.0,1.0,0.0,1.0,0,2.54171904454192,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.6744186046511631,1,2.6443263547207274,0.0,1.0,0.0,1.0,0,2.6443263547207274,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.5348837209302326,1,2.724411525687047,0.0,1.0,0.0,1.0,0,2.724411525687047,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.39534883720930214,1,2.808535353175569,0.0,1.0,0.0,1.0,0,2.808535353175569,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.25581395348837255,1,2.8700524518149106,0.0,1.0,0.0,1.0,0,2.8700524518149106,2.0,0.0,0,2.168025559454012,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,-0.11627906976744207,1,2.9285445822846987,2.861209009734955e-22,1.0,0.0,1.0,0,2.9285445822846987,2.0,1.4306045048674775e-22,0,2.219938477698095,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,0.0,1,2.9278317741130246,9.540039394358446e-10,1.0,0.0,0.999999999522998,0,2.9278317744039355,2.0,4.770019697179223e-10,0,2.317958545490071,3.0,0.0,0,0.4015418909982497
42.0,0.6134533968572546,0.1627906976744189,1,2.997091274968176,0.000473446806472859,1.0000000000000002,0.0,0.9997632765967636,0,2.997180901552573,2.0,0.0002367234032364295,0,2.6185677894908705,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,0.3023255813953485,1,3.0501145068510973,0.007187684756901015,1.0000000000000002,0.0,0.9964061576215494,0,3.0510561185787504,2.0,0.0035938423784505073,0,2.789049155419006,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,0.44186046511627897,1,3.082221369891814,0.022138013128972005,0.9999999999999999,0.0,0.988930993435514,0,3.084149025734054,2.0,0.011069006564486002,0,2.9100000783095568,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,0.5813953488372094,1,3.1297214037650622,0.04788930557107857,0.9999999999999999,0.0,0.9760553472144607,0,3.129980760251713,2.0,0.023944652785539287,0,3.119149261086803,3.0,0.0,1,2.0
42.0,0.6134533968572546,0.720930232558139,1,3.255697713816299,0.082902879550175,1.0,0.0,0.9585485602249125,0,3.2544391370011905,2.0,0.0414514397750875,0,3.2848018173311693,3.0,0.0,1,2.0
42.0,0.6134533968572546,0.8604651162790695,1,3.3303466764180727,0.12463769349792556,1.0,0.0,0.9376811532510372,0,3.3262022873235804,2.0,0.06231884674896278,0,3.3927052685354635,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.0,1,3.9531370408488864,0.16776900936119116,0.9999999999999999,0.0,0.9161154953194044,2,4.0,2.0,0.08388450468059558,0,3.441339502098127,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.1395348837209305,1,3.9573740095838255,0.2111146025171959,1.0,0.0,0.8944426987414021,2,4.0,2.0,0.10555730125859795,0,3.596181506083142,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.27906976744186,1,3.967413909574506,0.2540875003692424,1.0000000000000002,0.0,0.8729562498153788,2,4.0,2.0,0.1270437501846212,0,3.743504970703876,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.4186046511627906,1,3.9791616843934485,0.2958760753341347,1.0,0.0,0.8520619623329327,2,4.0,2.0,0.14793803766706734,0,3.8591415978259205,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.558139534883721,1,3.9963433071467485,0.3364046436185768,0.9999999999999999,0.0,0.8317976781907116,2,4.0,2.0,0.1682023218092884,0,3.978260152333702,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.6976744186046506,1,4.013622805357975,0.37499606600990326,1.0000000000000002,0.0,0.8125019669950483,2,4.0,2.0,0.18749803300495163,0,4.072655724114265,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.837209302325581,1,4.02241154648555,0.4109212658791832,1.0,0.0,0.7945393670604084,2,4.0,2.0,0.2054606329395916,0,4.109079516425608,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,1.9767441860465116,1,4.041839214273977,0.4454109734448219,1.0,0.0,0.7772945132775891,2,4.0,2.0,0.22270548672241094,0,4.187867909721176,3.0,0.0,1,2.0
42.0,0.6134533968572546,2.116279069767442,1,4.067122038018243,0.47840282346140195,1.0,0.0,0.760798588269299,2,4.0,2.0,0.23920141173070097,0,4.280608870711058,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,2.2558139534883717,1,4.095884336378029,0.5098377232365205,1.0,0.0,0.7450811383817397,2,4.0,2.0,0.2549188616182603,0,4.376136688236178,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,2.395348837209302,1,4.126512327423394,0.5399413669138582,1.0,0.0,0.7300293165430709,2,4.0,2.0,0.2699706834569291,0,4.468615057766367,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,2.5348837209302326,1,4.15660490970666,0.5686783990580011,1.0000000000000002,0.0,0.7156608004709996,2,4.0,2.0,0.28433919952900055,0,4.550767920730137,3.0,0.0,0,2.332390977516294
42.0,0.6134533968572546,2.674418604651163,1,4.187443821061093,0.5958623109763206,1.0000000000000004,0.0,0.7020688445118396,2,4.0,2.0,0.2979311554881603,0,4.629151458678319,3.0,0.0,1,2.0
42.0,0.6134533968572546,2.8139534883720927,1,4.221171027140279,0.6214750132685486,1.0,0.0,0.6892624933657256,2,4.0,2.0,0.3107375066342743,0,4.7117616072030515,3.0,0.0,1,2.0
42.0,0.6134533968572546,2.953488372093023,1,4.258143377563097,0.645618158471297,1.0,0.0,0.6771909207643515,2,4.0,2.0,0.3228090792356485,0,4.7996781818353185,3.0,0.0,1,2.0
42.0,0.6134533968572546,3.0930232558139537,1,4.296555612428358,0.6684278654655864,1.0,0.0,0.6657860672672068,2,4.0,2.0,0.3342139327327932,0,4.8873227097490775,3.0,0.0,0,2.34263195131221
42.0,0.6134533968572546,3.232558139534884,1,4.3227626648875646,0.6898950745485112,1.0,0.0,0.6550524627257567,2,4.0,2.0,0.344947537274219,0,4.935686242140122,3.0,2.437527529034066e-14,0,2.390934324151556
42.0,0.6134533968572546,3.3720930232558146,1,4.349011732696098,0.7098638133512911,1.0,0.0,0.6450730474384491,2,4.0,2.0,0.3549170443333617,0,4.983400652452293,3.0,9.90822818924657e-06,0,2.595080018032953
42.0,0.6134533968572546,3.5116279069767433,1,4.3822329574331285,0.7348128801829853,0.9999999999999999,0.0,0.6339112026368355,2,4.0,2.0,0.3634535119065084,0,5.059479373615153,3.0,0.002635285456656174,0,2.922871261389453
42.0,0.6134533968572546,3.651162790697674,1,4.419599252582343,0.7654126669095004,1.0000000000000002,0.0,0.6214515055340015,2,4.0,2.0,0.3702328164884952,0,5.153539657111946,3.0,0.008315677977503329,0,3.1006164955378392
42.0,0.6134533968572546,3.7906976744186043,1,4.446189804599602,0.8061190521940089,1.0,0.0,0.6064458839495791,2,4.0,2.0,0.37454329595725383,0,5.228161487383456,3.0,0.019010820093167072,0,3.2735796359608536
42.0,0.6134533968572546,3.9302325581395348,1,4.4771289357440045,0.8567543568124837,1.0,0.0,0.5890100172825758,2,4.0,2.0,0.3762155913397886,0,5.3156531801087885,3.0,0.034774391377635494,0,3.4869700747610826
42.0,0.6134533968572546,4.069767441860465,1,4.494729506450948,0.910211447144919,0.9999999999999999,0.0,0.5710946400843452,2,4.0,2.0,0.3765046326020459,0,5.379509322976801,3.0,0.052400727313609057,0,3.529354922500758
42.0,0.6134533968572546,4.209302325581396,1,4.528945440892304,0.9617562850496579,0.9999999999999999,0.0,0.5539732803538302,2,4.0,2.0,0.3763238738888519,0,5.4496189631067615,3.0,0.06970284575731805,0,3.762121864801575
42.0,0.6134533968572546,4.348837209302326,1,4.568531954814108,1.013158112968721,1.0000000000000002,0.0,0.5371691903206918,2,4.0,2.0,0.37533431606920337,0,5.5278850112112545,3.0,0.08749649361010475,0,3.9435895005890327
42.0,0.6134533968572546,4.488372093023255,1,5.1561630765579025,1.062785727997814,0.9999999999999999,0.0,0.5211248188429413,0,5.048719893326418,2.0,0.3738398154733626,0,5.60471130527444,3.0,0.10503536568369623,0,4.0927700286083715
42.0,0.6134533968572546,4.627906976744185,1,5.194449906678122,1.107237929010927,1.0,0.0,0.5067367516097101,0,5.087575306762284,2.0,0.3725518161599429,0,5.677105651522815,3.0,0.12071143223034714,0,4.153479847676608
42.0,0.6134533968572546,4.767441860465116,1,5.2477952916363115,1.1488054905193676,1.0,0.0,0.4933760738905739,0,5.127755337392541,2.0,0.3710662878089108,0,5.750967467547227,3.0,0.1355576383005153,0,4.307343748606471
42.0,0.6134533968572546,4.906976744186046,1,5.705120082600871,1.1873549062378204,1.0,0.0,0.4810712850665375,3,6.0,2.0,0.36943123856256704,0,5.820227395844512,3.0,0.1494974763708954,0,4.471771516600482
42.0,0.6134533968572546,5.046511627906977,1,5.726413499175261,1.2229192397532282,1.0000000000000002,0.0,0.4697733565453983,3,6.0,2.0,0.36776069061057703,0,5.874122678430791,3.0,0.1624659528440247,0,4.600975982146549
42.0,0.6134533968572546,5.186046511627907,1,5.744039018113876,1.256219975415954,1.0,0.0,0.4592059953510717,3,6.0,2.0,0.3661620385308311,0,5.914905573373219,3.0,0.1746319661180972,0,4.712706280745733
42.0,0.6134533968572546,5.325581395348838,1,5.771235948213044,1.2874451736312087,0.9999999999999999,0.0,0.4492633862778129,3,6.0,2.0,0.3647646675353527,3,6.0,3.0,0.18597194618683444,0,4.7699002108784105
42.0,0.6134533968572546,5.4651162790697665,1,5.768977763837088,1.3167769930582218,1.0,0.0,0.43988778098392806,3,6.0,2.0,0.36355966398999423,3,6.0,3.0,0.19655255502607774,0,4.824628679427441
42.0,0.6134533968572546,5.604651162790697,1,5.779540456958308,1.344412636479053,1.0000000000000002,0.0,0.4310330128395322,3,6.0,2.0,0.36248832500235023,3,6.0,3.0,0.2064786621581175,0,4.932288979706453
42.0,0.6134533968572546,5.7441860465116275,1,5.794017431417723,1.3704230356901113,1.0,0.0,0.4226946975846762,3,6.0,2.0,0.36149287155585974,3,6.0,3.0,0.21581243085946394,0,5.045548174579378
42.0,0.6134533968572546,5.883720930232558,1,5.807412273561012,1.3949838187065153,0.9999999999999998,0.0,0.4148282180714633,3,6.0,2.0,0.360531527079095,3,6.0,3.0,0.22464025484944172,0,5.142683814314294
42.0,0.6134533968572546,6.023255813953488,1,5.820448816004829,1.4183050825161292,1.0,0.0,0.4073755124041537,3,6.0,2.0,0.3595683802714094,3,6.0,3.0,0.23305610732443677,0,5.229579580400276
42.0,0.6134533968572546,6.162790697674419,1,5.834507045490863,1.44051819918209,1.0,0.0,0.40030476416991684,3,6.0,2.0,0.35856750830816,3,6.0,3.0,0.2411277275219233,0,5.313670990018803
42.0,0.6134533968572546,6.302325581395349,1,5.851824230010757,1.4616647651812802,1.0,0.0,0.3936008035762224,3,6.0,2.0,0.3575328240900526,3,6.0,3.0,0.248866372333725,0,5.404597059057288
42.0,0.6134533968572546,6.441860465116278,1,5.869367301987768,1.4817663417305256,1.0,0.0,0.3872548608550677,3,6.0,2.0,0.3564690757042712,3,6.0,3.0,0.25627606344066106,0,5.49026570699421
42.0,0.6134533968572546,6.581395348837209,1,5.883455851287421,1.500854207968121,1.0,0.0,0.38125672956500656,3,6.0,2.0,0.35537560333685936,3,6.0,3.0,0.26336766709813414,0,5.5574849790914
42.0,0.6134533968572546,6.720930232558139,1,5.8917937642710445,1.518964823181483,1.0,0.0,0.37558716105818624,3,6.0,2.0,0.3542736936439583,3,6.0,3.0,0.27013914529785543,0,5.599442592410492
42.0,0.6134533968572546,6.8604651162790695,1,5.905310494764974,1.5361755900105294,1.0,0.0,0.37021931409270054,3,6.0,2.0,0.3531664677113689,3,6.0,3.0,0.2766142181959305,0,5.657683882438915
42.0,0.6134533968572546,7.0,1,5.927682341473303,1.552554532732715,1.0,0.0,0.36513103498342175,3,6.0,2.0,0.3520523623170199,3,6.0,3.0,0.28281660269955844,0,5.74429486162974
42.0,0.6134533968572546,7.571428571428571,1,6.000000000000001,1.6127483447011821,0.9999999999999999,0.0,0.3466303553815353,3,6.0,2.0,0.34736058915421236,3,6.0,3.0,0.30600905546425244,0,6.0
42.0,0.6134533968572546,8.142857142857142,1,6.0,1.6644206397445624,1.0,0.0,0.331022841821063,3,6.0,2.0,0.34251083479224836,3,6.0,3.0,0.32646632338668863,3,6.0
42.0,0.6134533968572546,8.714285714285714,1,6.0,1.7059875924721681,0.9999999999999999,0.0,0.31852745922212333,3,6.0,2.0,0.33843002986146226,3,6.0,3.0,0.3430425109164145,3,6.0
42.0,0.6134533968572546,9.285714285714285,1,7.289350028069605,1.7381276155286818,1.0,0.0,0.30859868521825806,4,8.0,2.0,0.33607632881654426,4,8.0,3.0,0.35532498596519774,3,6.0
42.0,0.6134533968572546,9.857142857142858,1,7.272133199585378,1.7629590877502375,1.0,0.0,0.30048715622853706,4,8.0,2.0,0.3355794435641516,4,8.0,3.0,0.36393340020731146,3,6.0
42.0,0.6134533968572546,10.428571428571429,1,7.257880501987581,1.7836702262136916,1.0000000000000002,0.0,0.2936947613962586,4,8.0,2.0,0.33524548959753236,4,8.0,3.0,0.37105974900620897,3,6.0
42.0,0.6134533968572546,11.0,1,8.0,1.8044120585379675,1.0,0.0,0.28719650332702373,4,8.0,2.0,0.3339984314809612,4,8.0,3.0,0.378805065192015,4,8.0
42.0,0.6134533968572546,11.571428571428571,1,8.0,1.8247251264014084,1.0,0.0,0.2810543588476937,4,8.0,2.0,0.33211179705551064,4,8.0,3.0,0.3868338440967957,4,8.0
42.0,0.6134533968572546,12.142857142857142,1,8.0,1.8422003034240353,1.0,0.0,0.2758142601232946,4,8.0,2.0,0.33035691620608104,4,8.0,3.0,0.39382882367062444,4,8.0
42.0,0.6134533968572546,12.714285714285714,1,8.0,1.8568663020989884,0.9999999999999999,0.0,0.27142274941054223,4,8.0,2.0,0.328865449669385,4,8.0,3.0,0.3997118009200728,4,8.0
42.0,0.6134533968572546,13.285714285714285,1,8.0,1.868693091312057,1.0,0.0,0.2678423269722192,4,8.0,2.0,0.32777992777128534,4,8.0,3.0,0.4043777452564954,4,8.0
42.0,0.6134533968572546,13.857142857142858,1,9.183976730885801,1.8785277741369093,1.0,0.0,0.2647419302100948,5,10.0,2.0,0.32724643523280633,5,10.0,3.0,0.4080116345570988,4,8.0
42.0,0.6134533968572546,14.428571428571427,1,9.178194046567276,1.8869415086114492,1.0,0.0,0.2619807340524565,5,10.0,2.0,0.32711628923118136,5,10.0,3.0,0.41090297671636217,4,8.0
42.0,0.6134533968572546,15.474341649025257,1,10.0,1.9018764193865296,1.0,0.0,0.257242325527953,5,10.0,2.0,0.3263966040296115,5,10.0,3.0,0.4163610704424355,5,10.0
42.0,0.6134533968572546,16.341640786499873,1,10.0,1.913900935627241,1.0000000000000002,0.0,0.2535763660985696,5,10.0,2.0,0.3253699660770503,5,10.0,3.0,0.42105366782438003,5,10.0
42.0,0.6134533968572546,17.464751508773247,1,10.0,1.926723033206058,1.0,0.0,0.24970034222554072,5,10.0,2.0,0.32417594011731976,5,10.0,3.0,0.4261237176571395,5,10.0
42.0,0.6134533968572546,18.794733192202056,1,10.0,1.9384811707224503,1.0,0.0,0.24614629356943413,5,10.0,2.0,0.3230799485692473,5,10.0,3.0,0.43077375786131855,5,10.0
42.0,0.6134533968572546,20.303300858899107,1,10.0,1.9489091277462443,1.0,0.0,0.24300340810561039,5,10.0,2.0,0.3220806479369241,5,10.0,3.0,0.4349159439574654,5,10.0
42.0,0.6134533968572546,21.97137002317335,1,10.0,1.9577413489794708,1.0,0.0,0.24033758303045222,5,10.0,2.0,0.32124590192917246,5,10.0,3.0,0.4384165150403753,5,10.0
42.0,0.6134533968572546,23.784930278607796,1,10.0,1.9650064050105926,1.0,0.0,0.23813235349160006,5,10.0,2.0,0.32059653451460735,5,10.0,3.0,0.44127111199379265,5,10.0
42.0,0.6134533968572546,25.733126291998992,1,10.0,1.9709761184881582,1.0000000000000002,0.0,0.23629579109897328,5,10.0,2.0,0.32013650821492196,5,10.0,3.0,0.44356770068610474,5,10.0
42.0,0.6134533968572546,27.80722452368194,1,10.0,1.9760345181624412,1.0,0.0,0.23472729569111572,5,10.0,2.0,0.3197835947642116,5,10.0,3.0,0.4454891095446727,5,10.0
42.0,0.6134533968572546,30.0,1,10.0,1.9802229319318525,1.0000000000000002,0.0,0.23343267599194029,5,10.0,2.0,0.31947904009232664,5,10.0,3.0,0.4470882839157331,5,10.0
42.0,0.7728751856900854,-12.0,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-11.3,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-10.6,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-9.9,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-9.2,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-8.5,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-7.800000000000001,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-7.1000000000000005,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-6.4,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-5.7,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-5.0,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.8604651162790695,0,nan,nan,0.0,0.0,0.0,0,0.8003153123847868,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.72093023255814,0,nan,nan,0.0,0.0,0.0,0,0.4015418909982497,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.5813953488372094,0,nan,nan,0.0,0.0,0.0,0,0.876950406068176,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.441860465116279,0,nan,nan,0.0,0.0,0.0,0,1.2050505122114508,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.3023255813953485,0,nan,nan,0.0,0.0,0.0,0,1.3331526505017322,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
42.0,0.7728751856900854,-4.162790697674419,0,nan,nan,0.0,0.0,0.0,0,1.4612547887920122,2.0,0.0,0,0.4015418909982497,3.0,0.0,0,0.4015418909982497
