arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
Hentry,-3,-2,48640,48225,3999,2345,1654,16539,Wp3,.9723041938539217,.0736939802737557,4.698221560152792,3762,1969 1970 1985 1986,0,pw=IW,167.371
