age,tenure,mass,budget_excess_mass,budget_excess_share,consumption_floor_mass,weighted_positive_budget_gap,maximum_occupied_excess
18.0,0,0.01229570186228705,0.0,0.0,0.0,1.0493851752869799e-19,1.7763568394002505e-15
18.0,1,0.000755705135868057,0.0,0.0,0.0,1.0246223290032888e-20,1.1102230246251565e-16
18.0,2,0.000674771254609942,0.0,0.0,0.0,3.614013112975387e-20,1.1102230246251565e-16
18.0,3,0.00035625637353473586,0.0,0.0,0.0,5.8652640097217755e-21,2.220446049250313e-16
18.0,4,2.7628993445993506e-05,0.0,0.0,0.0,3.0626930259599168e-21,4.440892098500626e-16
18.0,5,0.00022705842939347017,0.0,0.0,0.0,5.313563321177519e-20,1.7763568394002505e-15
22.0,0,0.02634074172594672,0.0,0.0,0.0,8.470884463344225e-19,1.7763568394002505e-15
22.0,1,0.008426862003007511,0.0,0.0,0.0,1.839251453633381e-19,8.881784197001252e-16
22.0,2,0.005322963234500785,0.0,0.0,0.0,2.65187025888127e-19,8.881784197001252e-16
22.0,3,0.0023475466336884574,0.0,0.0,0.0,1.221033181985372e-19,4.440892098500626e-16
22.0,4,0.0007128672298168634,0.0,0.0,0.0,9.096789101148223e-20,4.440892098500626e-16
22.0,5,0.0015902473009086972,0.0,0.0,0.0,2.685398556368078e-19,1.7763568394002505e-15
26.0,0,0.034325315683754944,0.0,0.0,0.0,1.9810436107789936e-18,1.7763568394002505e-15
26.0,1,0.01083916627100044,0.0,0.0,0.0,1.1238459738670425e-19,4.440892098500626e-16
26.0,2,0.00928388932376807,0.0,0.0,0.0,2.358183855576773e-19,8.881784197001252e-16
26.0,3,0.005960825792976807,0.0,0.0,0.0,3.5102420710831737e-19,4.440892098500626e-16
26.0,4,0.0011769007339263726,0.0,0.0,0.0,7.6580667445426e-20,1.7763568394002505e-15
26.0,5,0.0035166175898452097,0.0,0.0,0.0,7.222423173867239e-19,1.7763568394002505e-15
30.0,0,0.039547475183439644,0.0,0.0,0.0,1.875495007380892e-18,1.7763568394002505e-15
30.0,1,0.00844785029886872,0.0,0.0,0.0,1.7774762792328163e-19,4.440892098500626e-16
30.0,2,0.012717282411380157,0.0,0.0,0.0,4.440252293693551e-19,8.881784197001252e-16
30.0,3,0.009531067783691335,0.0,0.0,0.0,3.4379496659240568e-19,4.440892098500626e-16
30.0,4,0.0020203935479225234,0.0,0.0,0.0,1.6795025756811482e-19,1.7763568394002505e-15
