arm,baseline_lo,baseline_hi,input_observations,observations,clusters,treated_individuals,control_individuals,control_rows,headline,headline_effect,headline_se,reference_mean_rooms,dropped_unsupported_rows,dropped_cohorts,fitted_unsupported_rows,weights,runtime_seconds
H,-3,-2,63874,63338,5309,3655,1654,16539,Wp3,1.025023667069253,.073008784573342,4.698221560152792,7389,1968 1969 1970 1985 1986,0,pw=IW,177.326
