measurement,own_rate_2534,interpretation
production_whole_nodes,0.34837323816377996,unchanged model age_to_index aggregation
cells_start_at_node,0.3031101335278898,diagnostic uniform density within each four-year cell
cells_centered_at_node,0.349407456406465,diagnostic uniform density within each four-year cell
