case,calendar_year,age_group,young_nodes,total_households_mass,total_households_share_pct,dependent_child_households_mass,dependent_child_households_share_pct,no_dependent_child_households_mass,no_dependent_child_households_share_pct,zero_parity_households_mass,zero_parity_households_share_pct,ever_parent_households_mass,ever_parent_households_share_pct,empty_nest_households_mass,empty_nest_households_share_pct,total_households_per100_initial2023_households,total_households_change_since_own2023_pct,total_households_reform_difference_mass,total_households_reform_pct,total_households_reform_share_pp,dependent_child_households_per100_initial2023_households,dependent_child_households_change_since_own2023_pct,dependent_child_households_reform_difference_mass,dependent_child_households_reform_pct,dependent_child_households_reform_share_pp,no_dependent_child_households_per100_initial2023_households,no_dependent_child_households_change_since_own2023_pct,no_dependent_child_households_reform_difference_mass,no_dependent_child_households_reform_pct,no_dependent_child_households_reform_share_pp,zero_parity_households_per100_initial2023_households,zero_parity_households_change_since_own2023_pct,zero_parity_households_reform_difference_mass,zero_parity_households_reform_pct,zero_parity_households_reform_share_pp,ever_parent_households_per100_initial2023_households,ever_parent_households_change_since_own2023_pct,ever_parent_households_reform_difference_mass,ever_parent_households_reform_pct,ever_parent_households_reform_share_pp,empty_nest_households_per100_initial2023_households,empty_nest_households_change_since_own2023_pct,empty_nest_households_reform_difference_mass,empty_nest_households_reform_pct,empty_nest_households_reform_share_pp
tax1-equal-rebate,2043,all_ages,all model ages,1.0566969878833268,100.0,0.29012002003154064,27.455365479245,0.7665769678517862,72.544634520755,0.3241886366651678,30.67943226700694,0.7325083512181589,69.32056773299306,0.4423883311866184,41.865202253748066,93.57530812669222,-6.424691873307776,,,,25.691442844513,-29.448042464607838,,,,67.88386528217923,6.76069175150007,,,,28.70837327537158,16.694591586853115,,,,64.86693485132064,-13.968112106278664,,,,39.17549200680765,0.4917588604845813,,,
tax1-equal-rebate,2043,young_whole_nodes_25_34,26;30;34,0.1727576064830895,100.0,0.07309286279850717,42.30949032375134,0.09966474368458232,57.69050967624866,0.08358458696865248,48.38257988763825,0.08917301951443701,51.617420112361756,0.01608015671592984,9.307929788610412,15.298469138505638,-23.04055129657423,,,,6.472704319838128,-31.678989661263866,,,,8.82576481866751,-15.174818796908163,,,,7.401794052523173,-9.1685251059207,,,,7.896675085982465,-32.67782901951979,,,,1.423970766144337,-36.87292343272222,,,
tax1-equal-rebate,2047,all_ages,all model ages,1.015142946611991,100.0,0.27215248616513943,26.809277163717695,0.7429904604468515,73.19072283628229,0.3222967398741188,31.748902058549927,0.6928462067378722,68.25109794145007,0.4206937205727327,41.44182077773237,89.89550941385264,-10.104490586147364,,,,24.100336276495685,-33.817422717029736,,,,65.79517313735694,3.4758137129524913,,,,28.540837238838602,16.013586460865415,,,,61.35467217501403,-18.626365028416835,,,,37.25433589851834,-4.436331291746498,,,
tax1-equal-rebate,2047,young_whole_nodes_25_34,26;30;34,0.1573467419214267,100.0,0.06661445953186441,42.33609080074202,0.09073228238956228,57.66390919925798,0.0761315317164236,48.3845618833601,0.0812152102050031,51.6154381166399,0.01460075067313868,9.279347315897885,13.933767226423022,-29.905728841302615,,,,5.899012344942483,-37.734451707933644,,,,8.034754881480538,-22.777283017732643,,,,6.741792226351994,-17.267769542947164,,,,7.191975000071026,-38.68566638868091,,,,1.2929626551285438,-42.68073862925282,,,
tax1-equal-rebate,2051,all_ages,all model ages,0.9716809047661227,100.0,0.25925668298960447,26.681257367304738,0.7124242217765182,73.31874263269526,0.31684544793559255,32.607973088845995,0.6548354568305301,67.392026911154,0.39557877384092566,40.71076954384926,86.04674860145656,-13.953251398543443,,,,22.958354450552317,-36.95344951699413,,,,63.08839415090424,-0.7811271051770152,,,,28.058100627789923,14.05134530111729,,,,57.98864797366664,-23.090664403770734,,,,35.03029352311432,-10.141375916221463,,,
tax1-equal-rebate,2051,young_whole_nodes_25_34,26;30;34,0.14783122125480352,100.0,0.06261888660036338,42.35836386173985,0.08521233465444013,57.64163613826013,0.07154372267759543,48.395543289385316,0.0762874985772081,51.604456710614684,0.0136686119768447,9.246092848874818,13.091124738959543,-34.14466939817504,,,,5.545186250522725,-41.46917448537878,,,,7.545938488436817,-27.475339216474126,,,,6.335520940110596,-22.25334734672858,,,,6.755603798848947,-42.405897536569825,,,,1.2104175483262207,-46.34010538119371,,,
tax1-equal-rebate,2055,all_ages,all model ages,0.929165304635549,100.0,0.2463071030920136,26.50842663444303,0.6828582015435354,73.49157336555697,0.3103678735634963,33.40286943723468,0.6187974310720528,66.59713056276533,0.37249032798003906,40.08870392832228,82.28179949302877,-17.718200506971225,,,,21.811610452109047,-40.10255384608067,,,,60.47018904091972,-4.898768131175579,,,,27.484482055263626,11.719684624787208,,,,54.79731743776515,-27.32327060792987,,,,32.98570698565609,-15.386085982809572,,,
tax1-equal-rebate,2055,young_whole_nodes_25_34,26;30;34,0.13960115223205566,100.0,0.05929666179089407,42.47576817441066,0.08030449044116157,57.52423182558933,0.06737523839885254,48.26266640468432,0.07222591383320312,51.73733359531568,0.012929252042309033,9.261565420905013,12.362314821321538,-37.81097149436562,,,,5.250988184495346,-44.57450853394466,,,,7.11132663682619,-31.65243092731449,,,,5.96638276211126,-26.783244410800933,,,,6.395932059210278,-45.472236481651116,,,,1.144943874714931,-49.24266609765571,,,
tax1-equal-rebate,2059,all_ages,all model ages,0.8821894096994212,100.0,0.2331767305234779,26.431594843439083,0.6490126791759433,73.56840515656091,0.3019694324547987,34.22954630091121,0.5802199772446225,65.77045369908879,0.3470432467211446,39.338858855649704,78.12187106171896,-21.878128938281037,,,,20.648856443147437,-43.2956236927548,,,,57.47301461857152,-9.6124127255089,,,,26.74076202620925,8.696590832150841,,,,51.38110903550971,-31.85412841642774,,,,30.732252592362272,-21.166577404707475,,,
tax1-equal-rebate,2059,young_whole_nodes_25_34,26;30;34,0.13139491677476317,100.0,0.05611681638918485,42.70851397195232,0.0752781003855783,57.29148602804767,0.06300878285316495,47.95374463471403,0.06838613392159822,52.04625536528597,0.012269317532413351,9.337741393333642,11.635615473938596,-41.46665629794939,,,,4.969398460409712,-47.54675838499571,,,,6.666217013528884,-35.93041762049882,,,,5.579713331049786,-31.52827709754472,,,,6.0559021428888125,-48.37112138141194,,,,1.086503682479099,-51.83342047098238,,,
tax1-equal-rebate,2063,all_ages,all model ages,0.8366144668956204,100.0,0.22047392386301326,26.353109178366687,0.6161405430326071,73.64689082163332,0.2933065381646935,35.05874566729046,0.5433079287309268,64.94125433270953,0.32283400486791364,38.588145154342854,74.0860032920335,-25.913996707966504,,,,19.523965333437925,-46.38471722029547,,,,54.562037958595575,-14.190494433138012,,,,25.97362346921446,5.578304757898311,,,,48.11237982281903,-36.18938713993148,,,,28.588414489381112,-26.665884513429027,,,
tax1-equal-rebate,2063,young_whole_nodes_25_34,26;30;34,0.1207256146356282,100.0,0.05177883994592719,42.88968840805252,0.06894677468970101,57.11031159194747,0.05761615600615421,47.72488107022708,0.06310945862947398,52.27511892977292,0.011330618683546796,9.385430521720398,10.690800407165108,-46.219579352359055,,,,4.585250982959925,-51.6015309316123,,,,6.105549424205182,-41.319041817519285,,,,5.1021717797749,-37.388451417136636,,,,5.588628627390207,-52.35480656061966,,,,1.0033776444302824,-55.5185409056179,,,
tax2-equal-rebate,2023,all_ages,all model ages,1.129247671247484,100.0,0.41159680821953454,36.44876307469752,0.7176508630279494,63.55123692530248,0.277485880971459,24.57263256207731,0.8517617902760249,75.4273674379227,0.44016498205649046,38.97860436322517,100.00000000000026,0.0,2.886579864025407e-15,2.6645352591003757e-13,0.0,36.44876307469761,0.0,0.0003821089165380598,0.09292199845620797,0.033837476602002425,63.551236925302646,0.0,-0.0003821089165352287,-0.053216068267791794,-0.033837476602002425,24.572632562077374,0.0,-0.00032359781992236103,-0.11648192183009165,-0.0286560537747782,75.42736743792288,0.0,0.0003235978199253031,0.03800602589740798,0.028656053774795964,38.97860436322527,0.0,-5.8511096612867686e-05,-0.013291225371403481,-0.005181422827234883
tax2-equal-rebate,2023,young_whole_nodes_25_34,26;30;34,0.2244787474359936,100.0,0.10719723788057134,47.75384712583398,0.11728150955542227,52.24615287416602,0.09184335229043626,40.914052372206804,0.13263539514555733,59.08594762779319,0.02543815726498601,11.332100501959223,19.87861061409245,0.0,8.715250743307479e-15,3.885780586188048e-12,0.0,9.492801323393516,0.0,0.00021277960615156966,0.19888833348651325,0.09478830783662318,10.385809290698935,0.0,-0.00021277960614286828,-0.1810978283806386,-0.09478830783663028,8.133145157516847,0.0,-0.00017825923367739693,-0.19371453153771423,-0.07941029416684131,11.745465456575605,0.0,0.00017825923368608443,0.13457880729406124,0.0794102941668342,2.25266413318209,0.0,-3.452037246547135e-05,-0.13551921378974763,-0.015378013669780088
tax2-equal-rebate,2027,all_ages,all model ages,1.143138763060119,100.0,0.38565237799693625,33.736269861461636,0.7574863850631828,66.26373013853836,0.3001850415267883,26.259720274309448,0.8429537215333307,73.74027972569056,0.45730134353639446,40.00400986422891,101.23011914625359,1.2301191462533279,-6.639133687258436e-14,-5.806466418789569e-12,0.0,34.15126617625925,-6.303360401366431,0.0007019492649144032,0.18234796288616462,0.061405429298687864,67.07885296999433,5.550822006561407,-0.0007019492649809056,-0.0925824406943554,-0.061405429298687864,26.582746121156365,8.180293885894718,-0.0006598502952815388,-0.2193323912814793,-0.05772267694760558,74.64737302509722,-1.034100008153671,0.000659850295215092,0.0783396766552702,0.05772267694760558,40.49610684883797,3.8931678298989914,-4.209896969936677e-05,-0.009205110598875521,-0.003682752351089391
tax2-equal-rebate,2027,young_whole_nodes_25_34,26;30;34,0.18765562371359212,100.0,0.08558827765110759,45.609226069204304,0.10206734606248455,54.3907739307957,0.0817370846272104,43.55695982336291,0.10591853908638173,56.4430401766371,0.020330261435274152,10.833814107432799,16.617756094753666,-16.403835170588245,-4.718447854656915e-15,-2.5091040356528538e-12,0.0,7.579229944885176,-20.158131549563187,0.0003572916319117547,0.41920391702530146,0.19039750839506553,9.038526149868492,-12.97234623821767,-0.0003572916319164454,-0.34883367904359197,-0.19039750839505842,7.238189345736295,-11.003809651096807,-0.0003494376858323017,-0.4256943478488373,-0.18621221091864015,9.379566749017371,-20.143081739120895,0.0003494376858275833,0.331003751279213,0.18621221091864015,1.8003368041321965,-20.079661339080356,-7.853946084143693e-06,-0.038616882325992474,-0.004185297476412941
tax2-equal-rebate,2031,all_ages,all model ages,1.1395505987264247,100.0,0.36101277269898413,31.680275812452408,0.7785378260274406,68.31972418754759,0.3128513828140271,27.45392641306788,0.8266992159123976,72.54607358693211,0.4656864432134135,40.86579777447972,100.91237092989194,0.9123709298916705,-3.730349362740526e-14,-3.2751579226442118e-12,0.0,31.969317439474807,-12.289705486144165,0.0009600492270716021,0.26664129014608573,0.08424805604563446,68.94305349041713,8.484203968290904,-0.0009600492271089056,-0.12316252007683604,-0.08424805604563801,27.704408056774636,12.744973444686947,-0.0009789356894747692,-0.31193152214955555,-0.08590541662288231,73.2079628731173,-2.942439382671236,0.0009789356894374102,0.11855536467786365,0.08590541662286455,41.23864543364249,5.79815800831871,1.8886462365863554e-05,0.004055782304801525,0.0016573605772549627
tax2-equal-rebate,2031,young_whole_nodes_25_34,26;30;34,0.12418106557220787,100.0,0.0562945222756269,45.332613322514284,0.06788654329658098,54.66738667748572,0.05439957781216791,43.806660509396295,0.06978148776003996,56.1933394906037,0.013486965484413069,10.860726168089426,10.996796250642246,-44.68025726684169,-9.520162436160717e-15,-7.671641100159832e-12,0.0,4.985135122168398,-47.485100000109384,0.0003394437108837911,0.6066361080898863,0.27334578691523603,6.011661128473849,-42.11658465693549,-0.00033944371089331127,-0.49752847233434094,-0.27334578691524314,4.817329200428869,-40.76917223127907,-0.0003695020973008348,-0.6746545640562318,-0.29755107640124834,6.179467050213376,-47.38848730125164,0.00036950209729132155,0.5323318354363504,0.29755107640124123,1.1943319280449793,-46.98135818596809,3.0058386407523507e-05,0.22336771881243944,0.024205289486003423
tax2-equal-rebate,2035,all_ages,all model ages,1.1202327440933286,100.0,0.33665594053765663,30.052321029959934,0.7835768035556719,69.94767897004006,0.31914161652907014,28.48886699766757,0.8010911275642585,71.51113300233243,0.4644351870266018,41.45881197237249,99.20168733718143,-0.7983126628188231,-5.10702591327572e-15,-4.551914400963142e-13,0.0,29.812409545706878,-18.207349081751502,0.0011546232971311188,0.344148662851107,0.10306994713560158,69.38927779147456,9.186352852634272,-0.0011546232971362258,-0.14713611021887063,-0.10306994713560869,28.261436764931652,15.011839669743665,-0.0012593465814617621,-0.3930533070923725,-0.11241829772433576,70.94025057224978,-5.948924134686284,0.0012593465814566551,0.15745143058822908,0.11241829772434642,41.127841026542896,5.513888191813621,0.00010472328432553635,0.02255361052159177,0.009348350588730625
tax2-equal-rebate,2035,young_whole_nodes_25_34,26;30;34,0.1229291805625479,100.0,0.05092535329688872,41.42657834685335,0.07200382726565918,58.57342165314665,0.06119023180568961,49.77681582653621,0.061738948756858286,50.22318417346379,0.010813595459969572,8.796605826610453,10.88593615842908,-45.23794258180316,5.689893001203927e-15,4.618527782440651e-12,0.0,4.509670871460061,-52.49378220582068,0.0004600920282041565,0.9117004779873428,0.37427405445668427,6.37626528696902,-38.60598525837252,-0.00046009202819845274,-0.634925674296849,-0.37427405445667006,5.418672392575554,-33.375437329217114,-0.0005423083371275603,-0.8784805159044784,-0.4411550899865304,5.467263765853526,-53.452131922173216,0.0005423083371332502,0.8861733804564453,0.4411550899865304,0.9575928943934665,-57.49064939206979,8.221630892910753e-05,0.7661299425911761,0.06688103552986746
tax2-equal-rebate,2039,all_ages,all model ages,1.0911746914317852,100.0,0.3130000905543295,28.684691187588516,0.7781746008774557,71.31530881241149,0.32140808081485095,29.45523602578385,0.7697666106169343,70.54476397421615,0.45676652006260476,41.86007278662763,96.62846505818901,-3.3715349418112384,3.3306690738754696e-14,3.042011087472929e-12,0.0,27.717576801248388,-23.95468470509039,0.0012956632164650705,0.4156704566344427,0.1187402188329223,68.91088825694061,8.433590896016119,-0.0012956632164317083,-0.16622355927046195,-0.11874021883291164,28.46214245098165,15.828625114050254,-0.001499206177876744,-0.46428378617250354,-0.13739378210095765,68.16632260720736,-9.626538851023003,0.0014992061779099952,0.19514119292938226,0.13739378210095765,40.448745805958964,3.7716625999075104,0.0002035429614450357,0.04458157398949947,0.018653563268046014
tax2-equal-rebate,2039,young_whole_nodes_25_34,26;30;34,0.13485156886228822,100.0,0.05507125019301535,40.838420092282846,0.07978031866927288,59.16157990771716,0.06844038797969561,50.75238542429389,0.06641118088259261,49.24761457570611,0.011339930689577268,8.409194483423267,11.941717684776586,-39.92679912794912,3.164135620181696e-15,2.353672812205332e-12,0.0,4.876808834343495,-48.62624142016575,0.0005503459090415649,1.0094218286899048,0.40811235173860183,7.064908850433092,-31.975365109389152,-0.0005503459090383939,-0.6851006548089567,-0.40811235173860183,6.060706585658878,-25.48139165993577,-0.0006676387198506217,-0.9660798488043132,-0.49509154805165423,5.881011099117708,-49.92951858008087,0.0006676387198537859,1.015519848628088,0.49509154805165423,1.0042022647742135,-55.421571730016964,0.00011729281081222787,1.0451447518783796,0.08697919631305595
tax2-equal-rebate,2043,all_ages,all model ages,1.0569370959078648,100.0,0.2915589715308847,27.58527188228243,0.76537812437698,72.41472811771757,0.3226790913865314,30.529640092664504,0.7342580045213334,69.4703599073355,0.44269903299044866,41.88508802505306,93.59657078063888,-6.403429219361367,0.0002401080245379994,0.022722504870476,0.0,25.81886852233215,-29.16393769133042,0.0014389514993440877,0.495984902795632,0.12990640303743106,67.77770225830673,6.6504847702206105,-0.0011988434748061438,-0.15638918531112322,-0.12990640303742396,28.574696198405036,16.28667024673618,-0.0015095452786363928,-0.46563793665460596,-0.14979217434243708,65.02187458223383,-13.795381184757405,0.0017496533031744477,0.2388577959916427,0.1497921743424513,39.20300605990168,0.5757048009859655,0.0003107018038302489,0.07023282078821858,0.019885771304991806
tax2-equal-rebate,2043,young_whole_nodes_25_34,26;30;34,0.17275760648308852,100.00000000000001,0.07378144415186791,42.708072688591265,0.09897616233122063,57.29192731140874,0.08273885053397431,47.89302897761189,0.09001875594911421,52.10697102238811,0.016237311797246315,9.398898333796843,15.298469138505553,-23.04055129657765,-9.71445146547012e-16,-5.662137425588298e-13,1.4210854715202004e-14,6.5336813199146535,-31.17225255927959,0.0006885813533607371,0.9420637350857852,0.3985823648399247,8.7647878185909,-15.608041961253328,-0.0006885813533616947,-0.6908976313037107,-0.3985823648399176,7.326900257635476,-9.913076482303019,-0.0008457364346781682,-1.0118330009758258,-0.48955091002635953,7.971568880870076,-32.13066855168982,0.0008457364346771967,0.9484218873403449,0.4895509100263524,1.4378875609554227,-36.169465311090235,0.0001571550813164735,0.9773230702458724,0.09096854518643127
tax2-equal-rebate,2047,all_ages,all model ages,1.0156504807302216,100.0,0.27373098501074433,26.951297735214986,0.7419194957194772,73.04870226478502,0.320794728758994,31.585150093007627,0.6948557519712275,68.41484990699237,0.42112476696048323,41.46355217177739,89.94045386059831,-10.05954613940192,0.0005075341182305682,0.04999632021525091,0.0,24.240119504373514,-33.4953577033708,0.0015784988456049032,0.5800053006486561,0.14202057149729086,65.7003343562248,3.381676793243482,-0.001070964727374224,-0.14414246001626108,-0.14202057149726954,28.407827346202247,15.607586099845406,-0.0015020111151247684,-0.4660336048423641,-0.16375196554229987,61.53262651439606,-18.42135208412553,0.002009545233355281,0.29004203441003185,0.16375196554230342,37.29250701002255,-4.32569965176458,0.0004310463877505444,0.10246085612204414,0.02173139404501967
tax2-equal-rebate,2047,young_whole_nodes_25_34,26;30;34,0.15734674192141587,100.0,0.06722284766848907,42.722745223452016,0.0901238942529268,57.277254776547984,0.07538384707648839,47.909379092283686,0.08196289484492748,52.090620907716314,0.014740047176438412,9.367875684264295,13.933767226422063,-29.905728841310165,-1.0824674490095276e-14,-6.8833827526759706e-12,0.0,5.952887872173155,-37.290503936881116,0.0006083881366246574,0.913297414555525,0.38665442270999506,7.980879354248908,-23.15592236614411,-0.0006083881366354821,-0.6705310619469995,-0.38665442270999506,6.675581362342928,-17.921280967508647,-0.0007476846399352144,-0.9820958846857408,-0.4751827910764135,7.258185864079135,-38.20435732484576,0.0007476846399243897,0.9206214427532666,0.4751827910764135,1.30529799190598,-42.0553657920531,0.0001392965032997323,0.9540365863242917,0.08852836836640954
tax2-equal-rebate,2051,all_ages,all model ages,0.9724734658394478,100.00000000000001,0.2609552190951013,26.834173708774912,0.7115182467443465,73.16582629122509,0.3153753760626715,32.4302294243511,0.6570980897767763,67.5697705756489,0.396142870681675,40.73559686687399,86.11693347706048,-13.883066522939746,0.0007925610733251487,0.08156598214883459,1.4210854715202004e-14,23.108767521904543,-36.59930935229341,0.0016985361054968062,0.6551561510045767,0.1529163414701742,63.00816595515593,-0.854540362109768,-0.000905975032171713,-0.127167915474935,-0.1529163414701742,27.927919099826525,13.654566840865566,-0.0014700718729210305,-0.4639712776368654,-0.17774366449489776,58.189014377233946,-22.854241963139156,0.002262632946246179,0.34552694461560396,0.17774366449489776,35.080246855329406,-10.001275242101315,0.0005640968407493174,0.14260038153011134,0.024827323024730674
tax2-equal-rebate,2051,young_whole_nodes_25_34,26;30;34,0.14807132927933805,100.0,0.0632576532255519,42.72106797002929,0.08481367605378616,57.278932029970704,0.07100375049398965,47.9523962130713,0.07706757878534841,52.0476037869287,0.013809925559796515,9.326535816899403,13.11238739290589,-34.037706922986935,0.00024010802453452995,0.16242037540952214,0.0,5.601751930616877,-40.989474657894284,0.000638766625188511,1.02008620700198,0.3627041082894351,7.510635462289012,-27.68367633117238,-0.0003986586006539672,-0.46784142491886893,-0.362704108289428,6.287703955639043,-22.69037581571014,-0.000539972183605783,-0.7547443205312532,-0.4431470763140126,6.824683437266847,-41.89516403161271,0.000780080208140313,1.0225531347719086,0.4431470763140126,1.2229315066499697,-45.71176907218436,0.00014131358295181584,1.0338546678419824,0.08044296802458462
tax2-equal-rebate,2055,all_ages,all model ages,0.9302468282163631,100.0,0.24811229405395374,26.671662458627175,0.6821345341624093,73.32833754137283,0.3089249963011387,33.208927666377036,0.6213218319152244,66.79107233362296,0.37320953786127065,40.11940987499578,82.3775733084947,-17.6224266915055,0.0010815235808140367,0.11639732730208685,0.0,21.971468294449863,-39.719577727721976,0.0018051909619401507,0.7329025185545568,0.16323582418414517,60.406105014044854,-4.948970411000109,-0.0007236673811260586,-0.1059762304223999,-0.16323582418414162,27.356708733334727,11.329987392372365,-0.0014428772623576447,-0.46489259529062243,-0.19394177085764142,55.02086457515998,-27.054507609002197,0.002524400843171626,0.4079527025181884,0.1939417708576343,33.04939628071012,-15.211442737311343,0.0007192098812315861,0.1930814915736878,0.030705946673499795
tax2-equal-rebate,2055,young_whole_nodes_25_34,26;30;34,0.14010868635029985,100.0,0.05999646245429123,42.821372476712845,0.08011222389600862,57.17862752328715,0.06702913735483255,47.84081494222724,0.0730795489954673,52.15918505777276,0.01308308654117607,9.33781258105991,12.407259268068417,-37.58487698696309,0.0005075341182441961,0.36356012119480585,0.0,5.312958705331052,-44.03170861442026,0.0006998006633971571,1.1801687350713852,0.34560430230218486,7.094300562737363,-31.692366341728416,-0.00019226654515294705,-0.23942191040216,-0.34560430230218486,5.935733945838949,-27.017976061167392,-0.00034610104401998354,-0.5136917541888497,-0.4218514624570773,6.471525322229467,-44.901925375750565,0.0008536351622641797,1.1818959663640216,0.4218514624570773,1.1585666168984143,-48.56904765195355,0.00015383449886703648,1.1898174647971604,0.07624716015489774
